ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,account_id,escalation_flag
,,,,,,,A-034368,False
,,,,,,,A-e888d1,False
,,,,,,,A-560d27,False
,,,,,,,A-cd458b,False
,,,,,,,A-af0cd2,False
,,,,,,,A-a33200,False
,,,,,,,A-7e0a10,False
,,,,,,,A-158f4e,False
,,,,,,,A-4bfa33,False
,,,,,,,A-86902e,False
,,,,,,,A-9208f0,False
,,,,,,,A-bcf664,False
,,,,,,,A-cb5333,False
,,,,,,,A-b44e3e,False
,,,,,,,A-378b99,False
,,,,,,,A-cc102e,False
,,,,,,,A-2edab2,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-756192,False
,,,,,,,A-dcc2f0,False
,,,,,,,A-812c5b,False
,,,,,,,A-1f559b,False
,,,,,,,A-c1e51e,False
,,,,,,,A-fd7ad3,False
,,,,,,,A-d27f50,False
,,,,,,,A-2446e3,False
,,,,,,,A-bece89,True
,,,,,,,A-b07b56,False
,,,,,,,A-6da850,False
,,,,,,,A-f25509,False
,,,,,,,A-378b99,False
,,,,,,,A-4e44e8,False
,,,,,,,A-186a44,False
,,,,,,,A-dbc825,False
,,,,,,,A-31ab9a,False
,,,,,,,A-524364,False
,,,,,,,A-8b0451,False
,,,,,,,A-7e0a10,False
,,,,,,,A-7c5768,False
,,,,,,,A-b7b7b7,False
,,,,,,,A-ad296b,False
,,,,,,,A-c7e58b,False
,,,,,,,A-4a267b,False
,,,,,,,A-9077b0,False
,,,,,,,A-eb2fdc,False
,,,,,,,A-ed510f,False
,,,,,,,A-779e4e,False
,,,,,,,A-f19409,False
,,,,,,,A-cd458b,False
,,,,,,,A-a0ca4e,False
,,,,,,,A-940b8b,False
,,,,,,,A-f97b9a,False
,,,,,,,A-856b1e,False
,,,,,,,A-30b4ca,False
,,,,,,,A-e08cd3,False
,,,,,,,A-c45b23,False
,,,,,,,A-ba6516,False
,,,,,,,A-b78bf8,False
,,,,,,,A-94f8c9,False
,,,,,,,A-9bfc9f,False
,,,,,,,A-89ee83,True
,,,,,,,A-c7e58b,False
,,,,,,,A-58b9ff,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-31ab9a,False
,,,,,,,A-716841,False
,,,,,,,A-55f257,False
,,,,,,,A-7920cc,False
,,,,,,,A-2922b6,False
,,,,,,,A-3b5cd1,False
,,,,,,,A-94d3da,False
,,,,,,,A-5b1bcd,False
,,,,,,,A-5247b3,False
,,,,,,,A-e51ec7,False
,,,,,,,A-592832,False
,,,,,,,A-dcc2f0,False
,,,,,,,A-ab438f,False
,,,,,,,A-d922bf,False
,,,,,,,A-c222ab,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-e61e98,False
,,,,,,,A-cc98bc,False
,,,,,,,A-ccabf0,False
,,,,,,,A-526d93,False
,,,,,,,A-bc87bc,False
,,,,,,,A-7df7a7,True
,,,,,,,A-4c6f11,False
,,,,,,,A-9208f0,False
,,,,,,,A-65aeb5,False
,,,,,,,A-5247b3,False
,,,,,,,A-ba6516,False
,,,,,,,A-1986ca,False
,,,,,,,A-0b0d6d,False
,,,,,,,A-fce879,False
,,,,,,,A-f03140,False
,,,,,,,A-fdfc91,False
,,,,,,,A-86cdb4,False
,,,,,,,A-956988,False
,,,,,,,A-157070,False
,,,,,,,A-eb1312,False
,,,,,,,A-503d5a,False
,,,,,,,A-8b0451,False
,,,,,,,A-5a92e7,False
,,,,,,,A-5f2961,False
,,,,,,,A-8e47ca,False
,,,,,,,A-396e5f,False
,,,,,,,A-bb1eaa,False
,,,,,,,A-600734,False
,,,,,,,A-fdfc91,False
,,,,,,,A-a7bd4b,False
,,,,,,,A-bbe56f,False
,,,,,,,A-4bfa33,False
,,,,,,,A-038089,False
,,,,,,,A-f92792,False
,,,,,,,A-034368,False
,,,,,,,A-a6d261,False
,,,,,,,A-e43bf7,False
,,,,,,,A-4ae22a,False
,,,,,,,A-c62e55,False
,,,,,,,A-56962b,False
,,,,,,,A-751bd4,False
,,,,,,,A-bf7919,False
,,,,,,,A-fa3095,False
,,,,,,,A-b179bf,False
,,,,,,,A-acb7f7,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-13466a,False
,,,,,,,A-c4ea60,False
,,,,,,,A-0f3e88,False
,,,,,,,A-bc4d48,False
,,,,,,,A-bf7919,False
,,,,,,,A-993085,False
,,,,,,,A-eb7c38,False
,,,,,,,A-f1f639,False
,,,,,,,A-ed510f,False
,,,,,,,A-3cc791,False
,,,,,,,A-6dee43,False
,,,,,,,A-fb186e,False
,,,,,,,A-f446b6,False
,,,,,,,A-1e6fc3,False
,,,,,,,A-05d3b3,False
,,,,,,,A-fd7ad3,True
,,,,,,,A-08e34e,False
,,,,,,,A-6f50ae,False
,,,,,,,A-ce550d,False
,,,,,,,A-ee42db,False
,,,,,,,A-b9eed8,False
,,,,,,,A-5f7781,False
,,,,,,,A-31ab9a,False
,,,,,,,A-396e5f,False
,,,,,,,A-1986ca,False
,,,,,,,A-cea1f0,False
,,,,,,,A-832ec2,False
,,,,,,,A-016043,False
,,,,,,,A-ced9aa,False
,,,,,,,A-524364,False
,,,,,,,A-5a184f,False
,,,,,,,A-65a46c,False
,,,,,,,A-86cdb4,False
,,,,,,,A-1b707d,False
,,,,,,,A-d922bf,False
,,,,,,,A-f45426,False
,,,,,,,A-0be015,False
,,,,,,,A-0532a9,False
,,,,,,,A-fce879,False
,,,,,,,A-a09355,False
,,,,,,,A-22d9d2,False
,,,,,,,A-7f8241,False
,,,,,,,A-adc1f3,False
,,,,,,,A-ced9aa,False
,,,,,,,A-bcf664,True
,,,,,,,A-32fb14,False
,,,,,,,A-463db0,False
,,,,,,,A-e888d1,False
,,,,,,,A-3cc791,False
,,,,,,,A-78f02b,False
,,,,,,,A-e40f45,False
,,,,,,,A-2d4502,False
,,,,,,,A-ed510f,False
,,,,,,,A-296d7c,False
,,,,,,,A-30b4ca,False
,,,,,,,A-443b7c,False
,,,,,,,A-2bc93d,False
,,,,,,,A-19b2c8,False
,,,,,,,A-ccb686,False
,,,,,,,A-f3ff05,False
,,,,,,,A-1b7577,False
,,,,,,,A-0be015,False
,,,,,,,A-80eeb6,False
,,,,,,,A-42e5e1,False
,,,,,,,A-bece89,False
,,,,,,,A-427b69,False
,,,,,,,A-5a215a,False
,,,,,,,A-45ce7a,False
,,,,,,,A-9077b0,False
,,,,,,,A-558c72,False
,,,,,,,A-19b2c8,False
,,,,,,,A-443b7c,False
,,,,,,,A-8145a0,False
,,,,,,,A-9174e0,False
,,,,,,,A-3f9cc0,False
,,,,,,,A-0baac2,False
,,,,,,,A-bcbe98,False
,,,,,,,A-425e76,False
,,,,,,,A-e89151,False
,,,,,,,A-e89151,False
,,,,,,,A-d49cc5,False
,,,,,,,A-1986ca,False
,,,,,,,A-ce550d,False
,,,,,,,A-40a557,False
,,,,,,,A-4c6f11,False
,,,,,,,A-3b37d9,False
,,,,,,,A-69fad4,False
,,,,,,,A-157070,True
,,,,,,,A-f9cc74,False
,,,,,,,A-b9eed8,False
,,,,,,,A-d82ef9,False
,,,,,,,A-f19b24,True
,,,,,,,A-1e1b80,False
,,,,,,,A-fa3095,False
,,,,,,,A-86fc1d,False
,,,,,,,A-d42431,False
,,,,,,,A-c37601,False
,,,,,,,A-186a44,False
,,,,,,,A-7cfe77,False
,,,,,,,A-8ae3fc,False
,,,,,,,A-5a92e7,False
,,,,,,,A-313be3,False
,,,,,,,A-993085,False
,,,,,,,A-aa9511,False
,,,,,,,A-1e6fc3,False
,,,,,,,A-e60f9d,False
,,,,,,,A-4d1e75,False
,,,,,,,A-76fa4d,False
,,,,,,,A-4ae22a,False
,,,,,,,A-8145a0,False
,,,,,,,A-cc102e,False
,,,,,,,A-8145a0,False
,,,,,,,A-67be94,False
,,,,,,,A-ffc04f,False
,,,,,,,A-c70870,False
,,,,,,,A-e7beab,False
,,,,,,,A-1b9609,False
,,,,,,,A-39b19f,False
,,,,,,,A-726cfa,False
,,,,,,,A-e98302,False
,,,,,,,A-f25509,False
,,,,,,,A-600734,False
,,,,,,,A-ccabf0,False
,,,,,,,A-09316c,False
,,,,,,,A-6a7c9d,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-712f1c,False
,,,,,,,A-fe79a5,False
,,,,,,,A-8e47ca,False
,,,,,,,A-a0ca4e,False
,,,,,,,A-5790f4,False
,,,,,,,A-7f6b86,False
,,,,,,,A-49b828,True
,,,,,,,A-bcbe98,True
,,,,,,,A-139c3b,False
,,,,,,,A-0aaf6e,False
,,,,,,,A-f3ff05,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-bd4708,False
,,,,,,,A-9badbd,False
,,,,,,,A-ce66f8,False
,,,,,,,A-e7beab,False
,,,,,,,A-4e960a,False
,,,,,,,A-d792a6,False
,,,60.0,,66.0,1.0,A-310452,False
,,,,,,,A-5247b3,False
,,,,,,,A-ed510f,False
,,,,,,,A-b9eed8,False
,,,,,,,A-bd4513,False
,,,,,,,A-309e54,False
,,,,,,,A-7f6b86,False
,,,,,,,A-756192,False
,,,,,,,A-9badbd,False
,,,,,,,A-ac85cd,False
,,,,,,,A-d792a6,False
,,,,,,,A-9a532a,False
,,,,,,,A-ce550d,False
,,,,,,,A-d922bf,False
,,,,,,,A-712533,False
,,,,,,,A-39868b,False
,,,,,,,A-671f31,False
,,,,,,,A-86902e,False
,,,,,,,A-bcbe98,False
,,,,,,,A-89ee83,False
,,,,,,,A-c70870,False
,,,,,,,A-05d3b3,False
,,,,,,,A-9123ac,False
,,,,,,,A-cc102e,False
,,,,,,,A-3932db,False
,,,,,,,A-f97b9a,False
,,,,,,,A-9208f0,False
,,,,,,,A-40906c,False
,,,,,,,A-0354fe,False
,,,,,,,A-ac9111,False
,,,,,,,A-503d5a,False
,,,,,,,A-bb1eaa,False
,,,,,,,A-2d1036,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-378b99,False
,,,,,,,A-54d94a,False
,,,,,,,A-e19ff6,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-328bd0,False
,,,,,,,A-3c1a3f,False
,,,,,,,A-417d2f,False
,,,,,,,A-c37601,False
,,,,,,,A-45ce7a,False
,,,,,,,A-7dacce,False
,,,,,,,A-8145a0,False
,,,,,,,A-e4bf56,False
,,,,,,,A-5b051a,False
,,,,,,,A-309e54,False
,,,,,,,A-fdfc91,False
,,,,,,,A-d3c88e,False
,,,,,,,A-337bc1,False
,,,,,,,A-2f6a32,False
,,,102.0,,404.0,0.0,A-f25509,False
,,,,,,,A-9f9299,False
,,,,,,,A-d26ab4,False
,,,,,,,A-c7e58b,False
,,,,,,,A-acb7f7,False
,,,,,,,A-089363,False
,,,,,,,A-1e1b80,False
,,,,,,,A-6c093d,False
,,,,,,,A-5790f4,False
,,,,,,,A-18793f,False
,,,,,,,A-cb6cc6,False
,,,,,,,A-117171,True
,,,,,,,A-e40f45,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-f6b2fb,False
,,,,,,,A-39868b,False
,,,,,,,A-6f50ae,False
,,,,,,,A-1b9609,False
,,,,,,,A-02fac6,False
,,,,,,,A-f97b9a,False
,,,,,,,A-b48f73,False
,,,,,,,A-0f6450,False
,,,,,,,A-0532a9,False
,,,,,,,A-fda07f,False
,,,,,,,A-0aaf6e,False
,,,,,,,A-40de06,False
,,,,,,,A-993085,False
,,,,,,,A-17939a,False
,,,,,,,A-8e47ca,False
,,,,,,,A-4e44e8,False
,,,,,,,A-9b9fe9,False
,,,,,,,A-6c093d,False
,,,,,,,A-781cc0,False
,,,,,,,A-65a46c,False
,,,,,,,A-0f7d77,False
,,,,,,,A-58b9ff,True
,,,,,,,A-484819,False
,,,,,,,A-149a69,False
,,,,,,,A-038089,False
,,,,,,,A-5247b3,False
,,,,,,,A-0be015,False
,,,,,,,A-65a46c,False
,,,,,,,A-3c1a3f,False
,,,,,,,A-104f1a,False
,,,,,,,A-5a92e7,False
,,,,,,,A-d4ac0e,False
,,,,,,,A-bc4d48,False
,,,,,,,A-3b37d9,False
,,,,,,,A-cc8c8f,False
,,,,,,,A-e5d6ab,False
,,,,,,,A-c4ea60,False
,,,,,,,A-10b8f2,False
,,,,,,,A-3cc791,True
,,,,,,,A-a7bd4b,False
,,,,,,,A-0f6450,True
,,,,,,,A-ae052e,False
,,,,,,,A-b2af2e,False
,,,,,,,A-6c093d,True
,,,,,,,A-05d3b3,False
,,,,,,,A-39b19f,True
,,,,,,,A-66224b,False
,,,,,,,A-bb2f49,False
,,,,,,,A-b11cd0,False
,,,,,,,A-cc102e,False
,,,,,,,A-503d5a,False
,,,,,,,A-6e08f3,False
,,,,,,,A-19b2c8,False
,,,,,,,A-1d5444,False
,,,,,,,A-a7bd4b,False
,,,,,,,A-940b8b,False
,,,,,,,A-0a62f5,False
,,,,,,,A-4814a3,True
,,,,,,,A-cbbe12,False
,,,,,,,A-e98302,False
,,,,,,,A-e7beab,False
,,,,,,,A-328bd0,False
,,,,,,,A-6e7827,False
,,,,,,,A-94d3da,False
,,,,,,,A-ef84cf,True
,,,,,,,A-b9f5b1,False
,,,,,,,A-bb2f49,False
,,,,,,,A-0354fe,False
,,,,,,,A-ef84cf,False
,,,,,,,A-20736a,False
,,,,,,,A-50bb9f,False
,,,,,,,A-10b8da,False
,,,,,,,A-d49cc5,False
,,,,,,,A-f92792,False
,,,,,,,A-b78bf8,False
,,,,,,,A-34ea2f,False
,,,,,,,A-f6b2fb,False
,,,,,,,A-ad64c6,False
,,,,,,,A-35083d,False
,,,,,,,A-558c72,False
,,,,,,,A-68f37c,False
,,,,,,,A-558c72,True
,,,,,,,A-b7ef83,False
,,,,,,,A-7df7a7,False
,,,,,,,A-fda07f,False
,,,,,,,A-ef84cf,False
,,,,,,,A-f97b9a,False
,,,,,,,A-4814a3,False
,,,,,,,A-019782,False
,,,,,,,A-69b156,False
,,,,,,,A-117171,False
,,,,,,,A-c42f1f,False
,,,,,,,A-692f18,False
,,,,,,,A-bcbe98,False
,,,,,,,A-726cfa,False
,,,,,,,A-474ad4,False
,,,,,,,A-51ec1b,False
,,,,,,,A-202b67,False
,,,,,,,A-86902e,False
,,,,,,,A-779e4e,False
,,,,,,,A-463db0,False
,,,,,,,A-443b7c,False
,,,,,,,A-f17767,True
,,,,,,,A-e61e98,False
,,,,,,,A-e08cd3,False
,,,,,,,A-068fc6,False
,,,,,,,A-00bed1,False
,,,,,,,A-ce550d,True
,,,,,,,A-3be56b,False
,,,,,,,A-c42f1f,False
,,,,,,,A-019782,False
,,,,,,,A-cea1f0,False
,,,,,,,A-f446b6,False
,,,,,,,A-40a557,False
,,,,,,,A-f51f16,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-3b37d9,False
,,,,,,,A-503d5a,False
,,,,,,,A-474ad4,False
,,,,,,,A-6dee43,False
,,,,,,,A-ce66f8,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-9badbd,False
,,,,,,,A-f19409,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-eb2fdc,False
,,,,,,,A-34ea2f,False
,,,,,,,A-396e5f,False
,,,,,,,A-4e44e8,False
,,,,,,,A-5a92e7,False
,,,,,,,A-600734,False
,,,,,,,A-20736a,False
,,,,,,,A-68f37c,False
,,,,,,,A-2446e3,False
,,,,,,,A-17939a,False
,,,,,,,A-4d1e75,False
,,,,,,,A-de58ca,False
,,,,,,,A-b07b56,False
,,,,,,,A-378b99,False
,,,,,,,A-43a9e3,False
,,,,,,,A-0354fe,False
,,,,,,,A-ba6516,False
,,,,,,,A-3932db,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-02fac6,False
,,,,,,,A-1619f8,False
,,,,,,,A-139c3b,False
,,,,,,,A-425e76,True
,,,,,,,A-02fac6,False
,,,,,,,A-977ca0,False
,,,,,,,A-798a3f,False
,,,,,,,A-7cfe77,False
,,,,,,,A-d42431,False
,,,,,,,A-fb186e,False
,,,,,,,A-ce66f8,False
,,,,,,,A-e351e1,False
,,,,,,,A-bb2f49,False
,,,,,,,A-e40f45,False
,,,,,,,A-94f8c9,False
,,,,,,,A-ae052e,False
,,,,,,,A-8e47ca,False
,,,,,,,A-c45b23,False
,,,,,,,A-712426,False
,,,,,,,A-9ee962,False
,,,,,,,A-7f6b86,False
,,,,,,,A-43a9e3,False
,,,,,,,A-a7bd4b,False
,,,,,,,A-038089,False
,,,,,,,A-427b69,False
,,,,,,,A-ff3c73,False
,,,,,,,A-186a44,False
,,,,,,,A-075038,False
,,,,,,,A-3a7284,False
,,,,,,,A-1f0636,False
,,,,,,,A-f5641b,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-af0cd2,False
,,,,,,,A-5a184f,False
,,,,,,,A-3b5cd1,False
,,,,,,,A-7d514c,False
,,,,,,,A-92a3af,False
,,,,,,,A-b48f73,False
,,,,,,,A-9208f0,False
,,,,,,,A-7cfe77,False
,,,,,,,A-88c6ca,False
,,,,,,,A-72799b,False
,,,,,,,A-4e960a,False
,,,,,,,A-9289f6,False
,,,,,,,A-1e1b80,False
,,,,,,,A-54ecc2,False
,,,,,,,A-3932db,False
,,,,,,,A-4c56c9,False
,,,,,,,A-104f1a,False
,,,,,,,A-afa505,True
,,,,,,,A-bcbe98,False
,,,,,,,A-86cdb4,False
,,,,,,,A-adc1f3,False
,,,,,,,A-8ae05d,False
,,,,,,,A-bc87bc,False
,,,,,,,A-c222ab,False
,,,,,,,A-96e141,False
,,,,,,,A-9affe6,False
,,,,,,,A-068fc6,False
,,,,,,,A-52dd88,False
,,,,,,,A-410e86,False
,,,,,,,A-37f969,False
,,,,,,,A-69b156,False
,,,,,,,A-396e5f,True
,,,,,,,A-ef84cf,False
,,,,,,,A-e888d1,False
,,,,,,,A-7641d3,True
,,,,,,,A-3a5ad8,False
,,,,,,,A-e08cd3,False
,,,,,,,A-0e966d,False
,,,,,,,A-32728c,False
,,,,,,,A-f03140,False
,,,,,,,A-05d3b3,False
,,,,,,,A-e351e1,False
,,,,,,,A-7920cc,False
,,,,,,,A-49b828,False
,,,,,,,A-e40f45,False
,,,,,,,A-0be015,False
,,,,,,,A-02fac6,False
,,,,,,,A-0be015,False
,,,,,,,A-7920cc,False
,,,,,,,A-d82ef9,True
,,,,,,,A-df10db,True
,,,,,,,A-484819,False
,,,,,,,A-ffc04f,False
,,,,,,,A-659280,False
,,,,,,,A-e36807,False
,,,,,,,A-b20d99,False
,,,,,,,A-ce550d,False
,,,,,,,A-8ae3fc,False
,,,,,,,A-4e631b,False
,,,,,,,A-9779ad,False
,,,,,,,A-1e50e0,False
,,,,,,,A-6f8ad2,False
,,,,,,,A-ced9aa,False
,,,,,,,A-eb7c38,False
,,,,,,,A-425e76,False
,,,,,,,A-a6d261,False
,,,,,,,A-117171,False
,,,,,,,A-b7724f,False
,,,,,,,A-40906c,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-e1462e,False
,,,,,,,A-779e4e,False
,,,,,,,A-c1e51e,False
,,,,,,,A-0cc442,False
,,,,,,,A-297a2d,False
,,,,,,,A-cbbe12,False
,,,,,,,A-82861f,False
,,,,,,,A-2bc93d,False
,,,,,,,A-ee42db,False
,,,,,,,A-cab532,False
,,,,,,,A-0f6450,False
,,,,,,,A-d82ef9,False
,,,,,,,A-40de06,False
,,,,,,,A-659280,False
,,,,,,,A-86902e,False
,,,,,,,A-42b791,False
,,,,,,,A-0baac2,False
,,,,,,,A-ac9111,False
,,,,,,,A-dfbd31,False
,,,,,,,A-d49cc5,False
,,,,,,,A-fd7ad3,False
,,,,,,,A-bd4708,False
,,,,,,,A-bb3bd4,False
,,,,,,,A-f446b6,False
,,,,,,,A-798a3f,False
,,,,,,,A-ffc04f,False
,,,,,,,A-d27f50,False
,,,,,,,A-65c341,False
,,,,,,,A-700ade,False
,,,,,,,A-856b1e,False
,,,,,,,A-18793f,False
,,,,,,,A-f97b9a,False
,,,,,,,A-118d55,False
,,,,,,,A-50f3f7,False
,,,,,,,A-0532a9,False
,,,,,,,A-fda07f,False
,,,,,,,A-81edc3,False
,,,,,,,A-c37cab,False
,,,,,,,A-c16cf7,False
,,,,,,,A-7c4956,False
,,,,,,,A-e351e1,False
,,,,,,,A-56962b,False
,,,,,,,A-5b1bcd,False
,,,,,,,A-600734,False
,,,,,,,A-86cdb4,False
,,,,,,,A-b44e3e,False
,,,,,,,A-10b8da,False
,,,,,,,A-53f4e3,False
,,,,,,,A-6965e1,False
,,,,,,,A-0dbdc6,False
,,,,,,,A-0354fe,False
,,,,,,,A-484819,False
,,,,,,,A-c1e51e,False
,,,,,,,A-7641d3,False
,,,,,,,A-a1b80b,False
,,,,,,,A-68f37c,False
,,,,,,,A-0f7d77,False
,,,,,,,A-cdf020,False
,,,,,,,A-f9cc74,False
,,,,,,,A-462d45,False
,,,,,,,A-cd458b,False
,,,,,,,A-17939a,False
,,,,,,,A-5b4ebb,False
,,,,,,,A-a1bbb6,False
,,,,,,,A-94c3cd,False
,,,,,,,A-cbbe12,False
,,,,,,,A-ced9aa,False
,,,,,,,A-bb1eaa,False
,,,,,,,A-00cac8,False
,,,,,,,A-a1bbb6,False
,,,,,,,A-3b5cd1,False
,,,,,,,A-9f0b68,False
,,,,,,,A-7e0a10,False
,,,,,,,A-cdf020,False
,,,,,,,A-1f559b,False
,,,,,,,A-5b4ebb,False
,,,,,,,A-dcc3f1,False
,,,,,,,A-1f7acb,False
,,,,,,,A-d26ab4,False
,,,,,,,A-600734,False
,,,,,,,A-149a69,False
,,,,,,,A-6e7827,False
,,,,,,,A-158f4e,False
,,,,,,,A-751bd4,False
,,,,,,,A-b2af2e,False
,,,,,,,A-4a267b,False
,,,,,,,A-781cc0,False
,,,,,,,A-a0ca4e,True
,,,,,,,A-02cd81,True
,,,,,,,A-ffc04f,False
,,,,,,,A-c16b88,False
,,,,,,,A-c58f49,False
,,,,,,,A-a6d261,False
,,,,,,,A-2b9d3e,False
,,,,,,,A-9ee962,False
,,,,,,,A-bb1486,False
,,,,,,,A-39868b,False
,,,,,,,A-f97b9a,False
,,,,,,,A-c42f1f,False
,,,,,,,A-9bfc9f,False
,,,,,,,A-712426,False
,,,,,,,A-87aa7b,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-bcf87c,False
,,,,,,,A-1b9609,False
,,,,,,,A-f446b6,True
,,,,,,,A-39868b,False
,,,,,,,A-d40bf7,False
,,,,,,,A-22f2df,False
,,,,,,,A-68f37c,False
,,,,,,,A-3d957b,False
,,,,,,,A-180abf,False
,,,,,,,A-8b25f2,False
,,,,,,,A-1619f8,False
,,,,,,,A-354f12,False
,,,,,,,A-9bfc9f,False
,,,,,,,A-e61e98,False
,,,,,,,A-54d94a,False
,,,,,,,A-151c9a,False
,,,,,,,A-a0ca4e,False
,,,,,,,A-34ea2f,False
,,,,,,,A-e4bf56,False
,,,,,,,A-0e966d,True
,,,,,,,A-94d3da,False
,,,,,,,A-5a3eb9,False
,,,,,,,A-104f1a,False
,,,,,,,A-e4bf56,False
,,,,,,,A-5a92e7,False
,,,,,,,A-029f69,False
,,,,,,,A-7a0d69,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-854864,False
,,,,,,,A-2d1036,False
,,,,,,,A-5a184f,False
,,,,,,,A-37f969,True
,,,,,,,A-c7ffc2,False
,,,,,,,A-39b19f,False
,,,,,,,A-ffc04f,False
,,,,,,,A-b48f73,False
,,,,,,,A-e2cd1b,False
,,,,,,,A-4ae22a,False
,,,,,,,A-39b19f,False
,,,,,,,A-ad64c6,False
,,,,,,,A-f25509,False
,,,,,,,A-8adedc,False
,,,,,,,A-3f9cc0,False
,,,,,,,A-d922bf,True
,,,,,,,A-92a3af,True
,,,,,,,A-fe79a5,False
,,,,,,,A-751c58,False
,,,,,,,A-2d4502,False
,,,,,,,A-76fa4d,False
,,,,,,,A-0651a4,False
,,,,,,,A-42b791,False
,,,,,,,A-fabe19,False
,,,,,,,A-bc4d48,False
,,,,,,,A-02cd81,False
,,,,,,,A-940b8b,False
,,,,,,,A-3ce5b8,False
,,,,,,,A-c9bb3e,False
,,,,,,,A-9174e0,False
,,,,,,,A-bc87bc,False
,,,,,,,A-e98302,False
,,,,,,,A-e19ff6,False
,,,,,,,A-95b24a,False
,,,,,,,A-80eeb6,False
,,,,,,,A-f9cc74,False
,,,,,,,A-c4ea60,False
,,,,,,,A-10b8f2,False
,,,,,,,A-7c83a1,False
,,,,,,,A-b9eed8,False
,,,,,,,A-b11cd0,False
,,,,,,,A-2edab2,False
,,,,,,,A-f3ff05,False
,,,,,,,A-c37cab,True
,,,,,,,A-712426,False
,,,,,,,A-7da956,False
,,,,,,,A-1b707d,False
,,,,,,,A-b07346,False
,,,,,,,A-ff3c73,False
,,,,,,,A-038089,False
,,,,,,,A-1f7acb,False
,,,,,,,A-a8b49c,False
,,,,,,,A-fdfc91,False
,,,,,,,A-82861f,False
,,,,,,,A-d922bf,False
,,,,,,,A-96e141,False
,,,,,,,A-44dc83,False
,,,,,,,A-ffc04f,False
,,,,,,,A-e2cd1b,False
,,,,,,,A-96e141,False
,,,,,,,A-f5641b,False
,,,,,,,A-ce66f8,False
,,,,,,,A-1ac5e0,False
,,,,,,,A-7c6b6b,False
,,,,,,,A-49b828,False
,,,,,,,A-4e960a,False
,,,,,,,A-1e6fc3,False
,,,,,,,A-7c83a1,False
,,,,,,,A-95b24a,False
,,,,,,,A-625d0b,False
,,,,,,,A-fd7ad3,False
,,,,,,,A-35083d,False
,,,,,,,A-9289f6,False
,,,,,,,A-0f6450,False
,,,,,,,A-c1e51e,False
,,,,,,,A-6da850,False
,,,,,,,A-cbd1a3,False
,,,,,,,A-712533,False
,,,,,,,A-39ddf4,False
,,,,,,,A-443f6f,False
,,,,,,,A-bc87bc,False
,,,,,,,A-7920cc,False
,,,,,,,A-22d9d2,False
,,,,,,,A-241e75,False
,,,,,,,A-bbc346,False
,,,,,,,A-ed510f,False
,,,,,,,A-2f6a32,False
,,,,,,,A-443b7c,False
,,,,,,,A-856b1e,False
,,,,,,,A-3be56b,False
,,,,,,,A-e888d1,True
,,,,,,,A-0a282f,False
,,,,,,,A-883b7d,False
,,,,,,,A-9208f0,True
,,,,,,,A-95b24a,False
,,,,,,,A-883b7d,False
,,,,,,,A-42e5e1,False
,,,,,,,A-337bc1,False
,,,,,,,A-09540c,False
,,,,,,,A-977ca0,False
,,,,,,,A-55f257,False
,,,,,,,A-dbc825,False
,,,,,,,A-39b19f,False
,,,,,,,A-43a9e3,False
,,,,,,,A-8ed5dd,False
,,,,,,,A-f446b6,False
,,,,,,,A-9a532a,False
,,,,,,,A-fa3095,False
,,,,,,,A-fe79a5,False
,,,,,,,A-625d0b,False
,,,,,,,A-600734,True
,,,,,,,A-9123ac,False
,,,,,,,A-86fc1d,False
,,,,,,,A-5fe118,False
,,,,,,,A-296d7c,False
,,,,,,,A-42e5e1,False
,,,,,,,A-e7beab,False
,,,,,,,A-9c18c4,False
,,,,,,,A-89ee83,False
,,,,,,,A-0baac2,False
,,,,,,,A-832ec2,True
,,,,,,,A-e98302,False
,,,,,,,A-94c3cd,False
,,,,,,,A-dfbd31,False
,,,,,,,A-82d8a6,False
,,,,,,,A-7641d3,False
,,,,,,,A-65a46c,False
,,,,,,,A-86fc1d,False
,,,,,,,A-d82ef9,False
,,,,,,,A-cbd1a3,False
,,,,,,,A-e83938,False
,,,,,,,A-6f50ae,False
,,,,,,,A-149a69,False
,,,,,,,A-eb7fac,False
,,,,,,,A-2e3bad,False
,,,,,,,A-7c5768,False
,,,,,,,A-e36807,False
,,,,,,,A-ab438f,False
,,,,,,,A-1f0ac7,False
,,,,,,,A-faa28c,False
,,,,,,,A-089363,False
,,,,,,,A-f1f639,False
,,,,,,,A-5b1bcd,False
,,,,,,,A-8adedc,False
