,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
28455,U-50c57e,S-dd1d46,2023-10-12,feature_37,9.0,1206.0,0.0,False
28456,,S-a1901c,2023-10-16,feature_35,8.0,4448.0,0.0,False
28457,U-b67af8,S-1c3a42,2024-02-20,feature_8,10.0,3770.0,1.0,False
28458,U-310132,S-f55146,2024-04-30,feature_9,14.0,1904.0,4.0,False
28459,U-da769d,S-a22ca2,2024-01-21,feature_34,13.0,650.0,4.0,False
28460,U-b62565,S-7fca0e,2023-02-10,feature_24,10.0,4720.0,0.0,True
28461,U-8a3df2,,2023-03-29,,11.0,3597.0,0.0,False
28462,U-44abf1,S-9a85ab,2024-07-01,feature_39,12.0,720.0,2.0,False
28463,U-840211,S-e1d553,2024-04-08,feature_4,16.0,2032.0,0.0,False
28464,U-6f9192,S-16a545,2023-06-30,,3.0,1566.0,1.0,False
28465,U-15be7c,S-343bab,2023-01-09,feature_11,6.0,2694.0,1.0,True
28466,U-ea5b06,S-6b0789,2023-02-24,feature_19,11.0,3102.0,0.0,False
28467,U-a9659a,S-eaf2e2,2023-04-19,feature_36,10.0,4800.0,0.0,False
28468,U-34d518,S-f874e5,2023-11-25,feature_38,11.0,4092.0,0.0,False
28469,U-4ed6a1,S-6b534f,2024-06-09,feature_2,13.0,5499.0,3.0,True
28470,U-3a1c09,S-525d6b,2023-08-23,feature_33,12.0,4416.0,0.0,False
28471,U-ec84c0,S-fe3b71,2023-01-13,feature_18,9.0,3312.0,0.0,False
28472,U-2d1562,S-9fa080,2023-05-21,feature_16,14.0,2198.0,2.0,False
28473,U-691b9d,S-b3f2cb,2023-04-06,feature_17,7.0,3661.0,0.0,False
28474,U-56c27a,S-a2da20,,feature_27,5.0,1190.0,0.0,False
28475,U-05466f,S-7f28f3,2023-12-28,feature_40,8.0,1040.0,0.0,False
28476,U-ef85a7,S-1fb7ac,2023-09-26,feature_30,11.0,1320.0,,False
28477,U-e4e0d7,S-9161b0,2024-05-21,feature_33,6.0,2082.0,2.0,False
28478,U-f05c26,S-3d7bed,2024-12-10,feature_14,13.0,3406.0,0.0,False
28479,U-f95b0a,S-410fd5,2023-06-19,feature_2,7.0,1883.0,,False
28480,U-3b983e,S-8e719f, 2023-03-12    ,feature_13,5.0,1250.0,0.0,False
28481,U-737539,S-f5f01f,2023-05-20,feature_6,15.0,8265.0,1.0,False
28482,,S-47a04b,2024-02-02,feature_3,7.0,4060.0,0.0,True
28483,U-40b97f,S-0896f4,,feature_21,10.0,4220.0,2.0,False
28484,U-eafe42,S-f0c3f6,2024-09-08,feature_40,14.0,5964.0,,False
28485,U-ff34e2,S-183073,2023-11-27,feature_32,8.0,,1.0,False
28486, U-0fd8db    ,S-7ccc38,2024-03-27,feature_2,13.0,4849.0,0.0,True
28487,U-94828D,S-ee5448,2024-03-29,feature_32,8.0,608.0,2.0,True
28488,U-0ff63b,S-2e017b,2023-08-16,feature_36,12.0,6636.0,0.0,False
28489,,S-d1aacf,2023-06-18,feature_17,11.0,5962.0,0.0,False
28490,U-AD1847,S-869978,2023-02-18,feature_30,8.0,2392.0,0.0,False
28491,U-F5BAA9,S-6cb3d7,,feature_22,9.0,873.0,0.0,False
28492,U-aa8c4f,,2023-02-22,feature_11,15.0,1155.0,0.0,True
28493,U-98650b,S-6c969d,2023-01-25,feature_17,8.0,944.0,1.0,False
28494,U-b16640,S-dcd084,2023-02-27,feature_11,8.0,3136.0,,False
28495,U-7020ec,S-5eeb46,2023-11-25,feature_40,8.0,1832.0,1.0,True
28496,U-36f378,S-6bb2c5,2023-05-14,feature_18,12.0,120.0,,False
28497,U-76f450,S-a3791c,2023-12-14,feature_15,8.0,4136.0,0.0,False
28498,U-2E7FF4,S-26593b,2024-03-18,feature_22,7.0,1085.0,,False
28499,,S-c8ba3e,,feature_30,10.0,4980.0,1.0,False
28500,U-af30de,S-a9762e,2023-08-18,feature_15,14.0,,0.0,True
28501,,,2023-07-25,feature_1,14.0,6468.0,0.0,False
28502,U-64a10b,S-ddf5ff,2024-11-06,feature_6,13.0,1612.0,0.0,
28503,U-8a4942,S-aabbf4,2023-11-04,feature_11,7.0,1995.0,0.0,False
28504,U-86f8de,S-951de6,2023-07-05,feature_16,,287.0,0.0,False
28505,,S-ddb09e,2024-10-19,feature_30,12.0,6744.0,2.0,False
28506,U-ffa043,S-162d54,,feature_28,7.0,1169.0,0.0,False
28507,U-cb1394,S-195cd5,2023-06-07,feature_30,9.0,2043.0,0.0,False
28508,U-5d7979,S-6d507b,2024-03-06,,12.0,4236.0,1.0,False
28509,U-891fe3,S-f020d4,2023-10-27,feature_18,14.0,5502.0,0.0,False
28510,U-0f49bb,S-e97b9f,2024-12-17,feature_31,7.0,3500.0,0.0,False
28511,U-34c469,,2024-06-01,feature_28,15.0,6030.0,1.0,False
28512,U-d8666f,S-3c4cae,2024-12-24,feature_37,8.0,,0.0,False
28513,U-12da2b,S-92e8cb,2023-01-19,feature_2,8.0,1912.0,4.0,False
28514,U-0c937d,S-f429e0,2023-08-08,feature_39,7.0,819.0,0.0,False
28515,U-7871f0,S-46dfac,2024-09-09,feature_40,4.0,2160.0,1.0,False
28516,U-a6bcef,S-a99771,2024-09-13,feature_32,11.0,4268.0,1.0,False
28517,U-9eb6e9,S-6aa72f,2024-09-26,feature_21,12.0,1920.0,0.0,
28518,U-63cc1b,,2023-01-04,feature_37,8.0,752.0,2.0,False
28519,U-529f95,S-6b1de8,2024-07-03,feature_30,8.0,1936.0,0.0,False
28520,U-7682b2,S-585d4c,,feature_40,8.0,1496.0,0.0,False
28521,u-0ff5f4,,2024-05-11,feature_12,10.0,1430.0,0.0,False
28522,U-8aa82e,S-cc4bf0,,feature_28,7.0,2408.0,2.0,False
28523,U-0752b9,S-5ae105,2024-09-26,,15.0,4365.0,0.0,False
28524,U-332a14,S-b6e44c,2023-01-13,feature_34,8.0,2928.0,0.0,False
28525,U-8c96de,S-f74bdd,2023-01-16,feature_40,14.0,6412.0,0.0,
28526,U-F9382F,S-ffe125, 2023-06-16    ,feature_37,6.0,2190.0,0.0,False
28527,U-783735,S-738d4a,2024-10-09,feature_4,7.0,4200.0,0.0,False
28528,U-541bfc,S-8942cf,,feature_2,7.0,2800.0,0.0,False
28529,U-7e3158,S-8e5d9f,2024-04-18,feature_36,8.0,4536.0,0.0,
28530,U-50950c,S-aaeb34,2023-08-30,feature_22,9.0,2268.0,0.0,
28531,U-85e26d,S-573f93,2024-05-17,feature_10,12.0,5988.0,0.0,False
28532,U-4d91e5,S-ecb8d5,2023-02-14,,14.0,2310.0,,False
28533,U-285147,S-4c6ee1,2023-08-11,,9.0,,1.0,False
28534,U-601a85,S-e9bcb2,2023-01-06,,6.0,3156.0,0.0,
28535,U-c90282,S-be828b,2024-06-27,feature_23,4.0,1540.0,3.0,False
28536,U-9194ea,S-c58ed5,2024-05-28,feature_30,9.0,5157.0,0.0,False
28537,U-93e940,S-4e4ab7,2024-11-02,feature_34,15.0,6060.0,0.0,False
28538,U-4a08b4,S-8ae507,2023-12-16,feature_12,9.0,3717.0,0.0,False
28539,U-0a3df9,S-fbee8e,2023-05-25,,10.0,4530.0,0.0,False
28540,U-19471b,S-0c9fdd,2024-03-11,feature_39,11.0,6028.0,0.0,False
28541,U-0364b6,S-2b4a26,2023-10-12,feature_31,12.0,,4.0,False
28542,U-b9bf1d,S-527d18,2023-11-25,feature_3,17.0,4114.0,1.0,False
28543,U-aaaf6f,S-dbceba,2024-09-14,feature_35,7.0,2604.0,0.0,True
28544,U-49F9Bd,S-ceffe9,2024-11-26,feature_12,10.0,1160.0,0.0,False
28545,U-9C7737,S-fa781b,,feature_34,10.0,4770.0,0.0,False
28546,U-617a61,S-ccf11b,2024-11-26,feature_1,,1728.0,0.0,
28547,,, 2023-07-30    ,,13.0,3380.0,3.0,False
28548,U-f43b6d,S-3f18be,2024-04-20,feature_8,7.0,1743.0,2.0,False
28549,U-57f428,S-e6a17a,2024-03-28,feature_7,11.0,6512.0,0.0,False
28550,U-EEEC7B,S-0146f6,2024-04-21,,9.0,4851.0,0.0,False
28551,U-a1fb43,S-1a9fb7,2023-08-17,feature_35,10.0,5680.0,0.0,False
28552,U-11230c,S-3a3be9,2023-01-16,feature_19,13.0,,0.0,False
28553,U-1f8edf,S-ca72d9,2023-11-29,feature_4,21.0,9492.0,0.0,False
28554,U-a7240c,S-0b059f,2023-05-18,feature_9,9.0,2259.0,0.0,False
28555,u-755e42,S-c7f564,2024-10-11,feature_7,10.0,3040.0,0.0,False
28556,U-a60033,S-4e4ab7,2023-06-05,feature_27,10.0,5470.0,0.0,False
28557,U-03580f,S-87d801,2024-10-23,feature_16,10.0,1190.0,0.0,False
28558,U-af88c3,S-7e44b0,2024-06-23,feature_39,10.0,1800.0,0.0,False
28559,U-329f42,S-23ccf4,2023-11-25,feature_33,13.0,7345.0,0.0,False
28560, U-76ee1e    ,S-df5924, 2024-12-19    ,feature_19,9.0,1521.0,0.0,
28561,,S-6102fe,2023-11-17,feature_3,6.0,,0.0,False
28562,U-fb709d,S-04ab7e,2023-10-03,feature_32,9.0,756.0,,False
28563,U-07C6F7,S-029065,2024-04-15,feature_37,9.0,4599.0,0.0,False
28564,,S-3d0e64,2023-05-16,feature_21,8.0,592.0,0.0,False
28565,U-b29b83,S-ee53e8,2024-01-06,feature_11,20.0,4320.0,0.0,False
28566,U-0fa408,S-34512a,2023-12-04,,11.0,4070.0,1.0,False
28567,U-c9cf15,S-155934,2024-03-31,feature_27,14.0,1736.0,2.0,False
28568,U-588d46,S-d32441,2024-06-10,feature_13,8.0,1304.0,0.0,False
28569,,,2024-06-02,feature_39,11.0,4455.0,0.0,True
28570,U-29d1ea,S-2ba4ee,,feature_30,14.0,4060.0,0.0,False
28571,,S-148506,2024-08-10,feature_7,,1776.0,6.0,False
28572,U-8ea8fd,S-a79d1f,2024-09-20,feature_26,,490.0,0.0,False
28573,U-1e085b,S-9b2c95,2023-12-14,feature_36,13.0,2275.0,0.0,False
28574,U-12bc64,S-392e05,2024-04-14,feature_26,14.0,6832.0,1.0,False
28575,U-47dcc5,S-ebfbbe,2024-06-23,feature_31,12.0,3516.0,2.0,False
28576,U-58ec9d,S-eff39c,2023-03-21,,8.0,4400.0,,False
28577,U-772a3d,S-b5165e,2023-11-30,feature_40,11.0,286.0,0.0,False
28578,U-4ec3b0,S-f44c76,2023-10-16,feature_15,6.0,1908.0,0.0,False
28579,U-5a1187,S-c7f564,2024-06-28,,12.0,4236.0,0.0,False
28580,U-8d1bf5,S-3bc591,2024-04-20,feature_35,13.0,,,False
28581,U-684e9a,S-e60430,2023-12-07,feature_2,8.0,,0.0,True
28582,,S-fd8bb6,2023-03-12,feature_35,17.0,7463.0,0.0,False
28583,U-670979,S-5d6528,2024-01-10,feature_11,14.0,1638.0,0.0,False
28584,U-7d9ef0,S-505f35,2023-02-13,feature_13,11.0,935.0,,False
28585,U-e5659d,S-15be1c,2024-05-19,feature_13,9.0,4284.0,0.0,
28586,U-A60A63,S-f3d5d7,2024-05-01,feature_40,14.0,4648.0,2.0,True
28587,U-b0bded,S-b15cde,2024-05-10,feature_14,10.0,2930.0,,False
28588,U-776d0a,S-374be8,2024-10-14,feature_9,14.0,1330.0,0.0,
28589,U-ec3cf7,S-80fa36,2023-01-05,feature_27,10.0,1580.0,3.0,False
28590,U-a02499,S-7d4240,2023-06-13,feature_27,8.0,576.0,2.0,False
28591,U-3614de,S-8451e7,2023-07-09,feature_3,7.0,2184.0,0.0,False
28592,U-000529,S-02b754, 2023-02-14    ,feature_29,12.0,1764.0,0.0,False
28593,U-88754a,S-60ea07,2024-08-22,feature_25,,2250.0,0.0,False
28594,U-1fc2a7,S-fa2170,2024-11-21,feature_17,7.0,224.0,0.0,False
28595,U-19c12b,S-beaa35,2024-06-07,feature_32,6.0,1932.0,0.0,False
28596,,S-a3a1c1,2024-12-28,feature_13,13.0,2262.0,2.0,False
28597,U-32f31c,S-295bac,2023-01-26,feature_25,11.0,1012.0,0.0,False
28598, U-34e244    ,S-694aa7,2024-09-01,feature_2,10.0,1770.0,0.0,False
28599,U-802d40,S-fae195,2024-09-08,feature_33,15.0,6555.0,1.0,False
28600,U-6aae9c,S-b520e9,2024-03-19,feature_25,13.0,2301.0,0.0,False
28601,,S-cdfe99,2023-01-12,feature_34,10.0,4120.0,0.0,False
28602,U-f66b9e,,2024-12-11,feature_29,8.0,2264.0,0.0,False
28603,U-0f4d6d,S-a84c82,2023-10-03,feature_9,8.0,2664.0,1.0,False
28604,U-d33726,S-eb23dd,2023-05-21,feature_5,8.0,656.0,0.0,False
28605,U-e6d8b4,S-62aa3c,2023-09-23,feature_8,10.0,5750.0,0.0,False
28606,U-4670fe,S-09761d,2023-02-13,feature_39,6.0,2004.0,0.0,False
28607,,S-d6aefa,2023-05-23,feature_17,10.0,5920.0,0.0,False
28608,,S-a44d30,,feature_15,10.0,3070.0,0.0,False
28609,U-9f5b5e,S-97df3f,2023-05-14,feature_1,10.0,2850.0,,True
28610,U-94732f,S-b28ec2,2024-03-23,feature_24,7.0,1554.0,,False
28611,U-9a5db6,S-21bd9b,2023-11-19,feature_34,10.0,5620.0,0.0,False
28612,U-490432,S-c7f564,2023-08-18,feature_11,11.0,4851.0,3.0,False
28613,U-f467c2,S-370135,2023-02-16,feature_36,9.0,,0.0,False
28614,U-5533bd,S-882f1d,2023-10-07,feature_11,6.0,1254.0,,False
28615,U-ac94f4,S-dc77b7,2023-01-30,feature_6,14.0,420.0,0.0,False
28616,U-f572be,S-05aaef, 2023-06-17    ,feature_30,11.0,4961.0,2.0,False
28617,U-e526ee,S-7d43e0,2023-09-30,feature_11,10.0,3290.0,0.0,True
28618,U-c7e637,,2024-11-02,feature_13,14.0,7728.0,,False
28619,U-57fab9,S-8921cb,2024-03-05,feature_34,14.0,7364.0,0.0,True
28620,U-78c397,S-28e491,2024-10-06,feature_23,,3443.0,0.0,
28621,U-c6c5b4,S-25b756,2024-09-17,feature_10,11.0,4961.0,0.0,False
28622,U-3905c5,S-013f5c,2024-05-13,feature_1,12.0,3504.0,0.0,False
28623,U-486054,S-fee60b,2023-06-29,feature_6,12.0,6324.0,1.0,False
28624,U-8c3ee9,S-9d505c,2024-12-06,,6.0,1356.0,2.0,False
28625,U-4a605d,S-342037,2023-05-28,feature_24,5.0,1165.0,0.0,
28626,U-ac2ce7,S-8ca9f0,2024-05-22,feature_20,7.0,1064.0,3.0,False
28627,U-8a899a,S-cef05a,2023-06-21,feature_16,8.0,,0.0,False
28628,U-eca671,,,feature_5,14.0,5376.0,3.0,False
28629,U-a81ec1,S-8e5be7,2024-04-08,feature_9,10.0,240.0,0.0,False
28630,U-aabd76,S-c555c4,2023-08-11,feature_37,6.0,,0.0,False
28631,U-b8372e,S-dab0d5,2023-11-08,feature_16,10.0,1110.0,0.0,False
28632,U-df9b52,S-19edee,2024-02-10,feature_34,12.0,,0.0,False
28633,U-93e9b8,S-ce9977,2024-08-15,feature_23,,395.0,1.0,False
28634,,S-d7163c,2024-10-13,feature_12,11.0,5368.0,0.0,
28635,U-f95a49,S-003647,2024-12-29,feature_32,12.0,2256.0,0.0,False
28636,U-08a329,S-03bfa3,2023-08-14,feature_23,11.0,2112.0,0.0,False
28637,U-720a13,S-b91501,2024-04-01,feature_23,16.0,7008.0,0.0,True
28638,U-2Cd18A,S-737994,,,6.0,822.0,1.0,
28639,U-31e3e7,S-5f9a67,,feature_30,8.0,2888.0,1.0,False
28640,U-cf3a9d,,,feature_30,11.0,4774.0,0.0,False
28641,U-003433,S-f9df40,2024-08-29,feature_13,,2442.0,0.0,False
28642,U-1c1d26,S-807f28,2024-12-30,feature_38,11.0,1243.0,0.0,False
28643,U-ab6092,S-5ca11a,2023-12-31,feature_6,13.0,,0.0,True
28644,U-3333e0,S-af2d97,2024-09-11,feature_16,8.0,4480.0,0.0,True
28645,U-054b43,S-82484b,2024-07-22,feature_37,10.0,1240.0,1.0,
28646,U-6ddfd2,S-2ec763,2024-08-02,feature_39,7.0,2688.0,,False
28647,U-3aed54,S-526874,2023-11-15,feature_11,11.0,3157.0,0.0,False
28648,U-2adc98,S-e32bf8,2023-09-01,feature_25,12.0,732.0,0.0,False
28649,U-6ce0cf,S-eef92e,2024-07-13,feature_35,8.0,2736.0,0.0,False
28650,U-f1d995,,2024-01-24,feature_4,9.0,4383.0,1.0,False
28651,U-fc580d,,2024-02-24,feature_31,13.0,,0.0,False
28652, U-747cab    ,S-bdd2e4,2023-03-25,feature_40,11.0,2046.0,2.0,False
28653,,S-166024,2023-01-06,feature_4,15.0,2070.0,0.0,False
28654,U-4a58e9,S-00bb84,2023-12-17,feature_28,22.0,4730.0,4.0,False
28655,U-cf6dfd,S-96b8d5,2023-11-20,feature_32,8.0,3184.0,0.0,False
28656,U-630665,S-2ae5d8,2023-04-11,feature_36,11.0,2970.0,1.0,False
28657,U-df4a74,S-bb3c63,2024-04-01,feature_35,15.0,8550.0,0.0,False
28658,U-8bf681,S-73a4e4,2024-01-27,feature_30,12.0,5412.0,0.0,True
28659,U-4495f0,S-92f228,2023-02-15,feature_17,5.0,1845.0,0.0,False
28660,U-d04e72,S-3647aa,2023-07-23,feature_2,5.0,45.0,0.0,False
28661,U-249748,S-a1d6ad,2024-02-11,feature_14,7.0,805.0,0.0,False
28662,U-3b4a52,S-6754a4,2024-04-18,feature_4,14.0,2660.0,1.0,False
28663,U-685888,S-22cbb3,2024-05-12,feature_27,10.0,1160.0,0.0,False
28664,U-e9143b,S-307e49,2024-01-05,feature_17,15.0,5505.0,2.0,False
28665,U-5f4a49,S-c97604,2024-03-31,feature_7,5.0,2095.0,3.0,False
28666,U-0c3387,S-2d63e2,2023-04-05,feature_2,11.0,770.0,0.0,False
28667,,S-f5bef8,2024-04-26,feature_24,9.0,171.0,0.0,False
28668,U-88c608,S-d4e525,2024-09-22,,7.0,,0.0,False
28669,U-7a3437,S-05b245,2023-09-02,feature_38,12.0,5892.0,0.0,False
28670,U-00f9c1,S-ffb6cc,2023-04-21,feature_29,7.0,2198.0,1.0,False
28671,,S-66ffe0,2024-02-15,feature_21,13.0,3523.0,4.0,False
28672,U-add164,S-91ec54,2023-01-24,feature_6,11.0,1155.0,2.0,False
28673,U-22d2b1,S-12125f,2024-04-07,feature_21,6.0,2112.0,2.0,True
28674,U-6055ea,S-1ccdd4,2023-06-02,feature_6,,2000.0,0.0,False
28675,U-a98a53,S-2c4909,2023-03-19,feature_8,12.0,,0.0,False
28676,U-ed9bcd,S-b112eb,2023-05-16,feature_16,13.0,975.0,0.0,False
28677,U-eb17ef,S-fee7b2,2024-06-14,,9.0,4887.0,0.0,False
28678,,S-9fa080,2024-04-05,feature_8,12.0,1404.0,4.0,True
28679,U-56303f,S-80af39,2023-06-29,feature_18,10.0,2930.0,0.0,True
28680,U-8650b4,S-e33883,,feature_12,12.0,552.0,1.0,False
28681,U-0c69e6,S-d19216,2024-04-26,feature_13,8.0,2616.0,2.0,False
28682,U-3b6cd4,S-09c11e,2024-09-24,feature_36,15.0,3735.0,0.0,False
28683, U-7075a2    ,S-c1ad26,2024-06-15,feature_10,2.0,298.0,4.0,False
28684,U-9e3a9d,S-94aaef,2023-06-22,feature_10,8.0,880.0,0.0,False
28685,U-Ac1F16,S-1fb7ac,2023-10-25,feature_36,8.0,1008.0,0.0,False
28686,U-818190,S-99aaa4,2023-10-30,feature_13,12.0,6072.0,0.0,False
28687,U-f78b80,S-d9d6ac,2023-05-07,,4.0,1100.0,0.0,False
28688,u-b336ae,S-d20d7c,2023-03-25,feature_40,12.0,252.0,,False
28689,,S-83ee75,2024-12-08,feature_16,4.0,1196.0,0.0,
28690,u-a41601,S-9fa080,2023-03-26,feature_29,7.0,2009.0,0.0,True
28691,U-08483a,S-b6e44c,2024-08-04,feature_9,11.0,5610.0,0.0,
28692,U-d8a02b,S-377ced,2024-06-30,feature_2,11.0,3080.0,,False
28693,U-57ad13,S-b250cc,2023-07-31,,8.0,1064.0,,False
28694,U-986c73,S-debbee,2023-04-21,feature_37,8.0,4592.0,0.0,False
28695,U-39a3c8,S-665df9,2024-10-19,feature_38,16.0,8048.0,0.0,False
28696,,S-ed75af, 2023-01-06    ,feature_2,10.0,3530.0,2.0,False
28697,U-be5bb1,S-3fe1c3,2023-10-31,feature_22,12.0,6336.0,1.0,False
28698,U-4a35dc,S-3965a4,2024-05-15,feature_30,15.0,180.0,0.0,
28699,,S-375190,2023-07-27,feature_23,9.0,,2.0,True
28700,U-4ba9a5,S-8856af,2024-06-12,feature_36,,3366.0,0.0,True
28701,U-8fc873,S-16be20,2023-06-27,feature_7,12.0,6456.0,0.0,False
28702,U-da3a01,S-8eb955,2024-04-02,feature_18,11.0,363.0,0.0,False
28703,U-746780,S-01b2dc,2024-05-15,feature_35,10.0,1080.0,2.0,False
28704,U-96d73b,S-4c9c01,2023-09-07,feature_9,12.0,3744.0,,False
28705,U-d80b84,S-5717da,2023-10-16,,9.0,4887.0,0.0,False
28706,U-70fa9a,S-3ff7bb,2023-03-15,feature_8,12.0,4404.0,0.0,False
28707,,S-813cdc,2023-09-13,feature_23,,1585.0,0.0,False
28708,U-f6576a,S-ce5450,2024-12-20,feature_12,6.0,1260.0,0.0,False
28709, U-bdc1c9    ,S-bdac36,2024-01-20,,6.0,1500.0,0.0,False
28710,U-6e2707,S-15a058,2024-01-20,feature_11,13.0,,0.0,False
28711,U-dec2e7,,2023-11-05,feature_39,7.0,3591.0,1.0,False
28712,U-79d1c2,S-6bea24,2024-09-30,feature_33,4.0,1764.0,3.0,False
28713,U-516493,S-1f505e,2023-07-21,feature_19,9.0,4338.0,0.0,False
28714,U-48ad1b,S-cd79c0,2024-12-06,feature_20,11.0,2915.0,0.0,False
28715,,S-f110db,,feature_38,10.0,5620.0,0.0,False
28716,U-d8a502,S-ca6962,2024-09-28,feature_9,9.0,4257.0,1.0,False
28717,U-fdfb2b,S-383ac2,2024-01-24,feature_31,8.0,48.0,0.0,False
28718,U-ae48c0,S-e9b437,2023-07-30,feature_37,14.0,126.0,0.0,
28719,U-ed34ec,S-e6b450,2024-01-05,feature_3,8.0,2256.0,0.0,False
28720,U-0c5c35,S-6d356a,2023-08-09,feature_29,10.0,3980.0,0.0,False
28721,U-091f35,S-c27df9,2023-03-18,feature_29,6.0,3366.0,0.0,False
28722,U-ca3f61,S-2c3d7d,2023-06-01,feature_34,,192.0,0.0,False
28723,U-8496a4,S-c8a3f6,2023-01-23,feature_11,,968.0,0.0,False
28724,U-4B0D1D,S-d2624d,,feature_25,7.0,84.0,0.0,False
28725, U-45327d    ,S-1e8c9e, 2024-09-12    ,feature_13,8.0,2896.0,0.0,False
28726,U-1da630,S-b3bd43,2024-09-25,feature_25,9.0,4770.0,0.0,False
28727,U-1b1b1a,S-9f2386,2024-10-11,feature_9,11.0,1188.0,0.0,False
28728,U-f0b55d,S-4c8e19,,feature_23,13.0,6175.0,0.0,False
28729,U-7d32da,S-d91908,2023-10-03,feature_1,5.0,80.0,,True
28730,U-8Aaedc,S-daf6b3,2023-12-24,,11.0,6446.0,0.0,False
28731,U-5aaf1e,S-61bcfb,2024-06-07,,11.0,1837.0,0.0,False
28732,U-ae0bb2,S-c20518,2023-12-15,feature_27,8.0,4200.0,3.0,False
28733,U-dfdd84,S-23a6c5,2023-09-12,feature_6,14.0,700.0,,False
28734,U-35b00a,S-f6b264,2024-09-14,feature_10,10.0,3770.0,0.0,False
28735,,S-b204c4,2024-05-30,feature_18,18.0,9144.0,0.0,False
28736,,S-e0bfb1,2023-08-24,feature_35,6.0,2838.0,,False
28737,U-9d4488,,2024-08-26,feature_34,11.0,1089.0,2.0,False
28738,U-ea5a67,S-3476e2,2024-11-10,feature_1,11.0,,1.0,
28739,U-f3f480,S-e052d8,,feature_16,7.0,1113.0,0.0,False
28740,U-b6f666,S-2d3434,2023-08-31,feature_34,8.0,4216.0,0.0,True
28741,U-582231,S-d75e1f,2024-09-27,feature_33,9.0,3294.0,0.0,False
28742,U-2817e2,S-0334aa,2024-03-22,feature_39,12.0,5904.0,2.0,False
28743,u-305a6c,S-f0a2e5,2024-11-21,feature_14,12.0,5604.0,0.0,True
28744,U-ecae4f,,2023-08-29,feature_7,10.0,,1.0,True
28745,U-B0F908,S-804a70,2024-10-17,feature_11,,1118.0,1.0,False
28746,U-fb368b,S-d75e1f,2024-02-25,feature_32,9.0,2889.0,0.0,False
28747,U-05f17f,S-b93c11,2023-10-08,feature_18,7.0,1918.0,0.0,False
28748,U-1d3270,S-b07043,2024-07-29,,5.0,1145.0,0.0,False
28749,U-e43234,S-124336,2023-11-23,feature_9,8.0,3976.0,0.0,False
28750,U-b6d98f,,,feature_38,8.0,960.0,0.0,False
28751,U-710cff,,2024-04-04,feature_12,5.0,1390.0,2.0,False
28752,U-ccf7ac,S-441ab2,2024-02-04,feature_26,,994.0,1.0,False
28753,U-a5c70f,S-dda681,2024-05-03,feature_39,4.0,2096.0,0.0,False
28754,U-258156,S-dc1c10,2023-11-15,,8.0,2384.0,0.0,False
28755,,S-8fcce1,2023-02-22,feature_1,10.0,2980.0,,False
28756,,S-c899a3,2023-12-25,feature_5,7.0,623.0,,False
28757,U-1044ec,S-ab24c6,2023-02-20,feature_12,,4180.0,0.0,False
28758, U-2dcbd9    ,S-88cb91,,feature_1,10.0,3640.0,1.0,False
28759,U-10C142,S-3673f2,2023-09-26,feature_36,13.0,3731.0,3.0,False
28760,,S-6015db,2024-03-05,feature_5,10.0,1460.0,0.0,False
28761,U-a51443,S-8e719f,2024-12-06,feature_27,14.0,4914.0,0.0,False
28762,U-c8d5b6,S-904886,2023-09-26,feature_25,11.0,5676.0,1.0,False
28763,U-98F991,S-bbd8b5, 2023-02-12    ,feature_5,13.0,6084.0,0.0,False
28764,,S-5b4149, 2024-03-02    ,feature_12,8.0,1176.0,0.0,False
28765,U-af6102,S-69a2d8,2024-05-25,feature_12,9.0,3537.0,0.0,True
28766,U-e826d9,S-de705a,2023-12-25,feature_14,10.0,,0.0,False
28767,U-337797,S-4d9bfd,2023-01-25,feature_3,16.0,1344.0,,False
28768,U-6bbec3,S-95aaf8,2023-04-18,feature_31,7.0,3640.0,0.0,False
28769,U-6f9d49,S-bd1912,,feature_6,8.0,,0.0,
28770,U-ceecf8,S-684915,2024-01-21,feature_13,14.0,7000.0,0.0,False
28771,U-7f5c24,S-373490,2023-07-20,,,,1.0,False
28772,U-00d5f5,S-668cdc,2023-09-29,,8.0,3912.0,1.0,False
28773,U-644889,S-3c9a70,2024-01-24,feature_32,11.0,2376.0,0.0,False
28774,U-855574,S-19cb09,,feature_13,7.0,4088.0,0.0,False
28775,U-32b6f4,S-6cea1b,2024-07-21,feature_32,12.0,504.0,0.0,False
28776,,S-8fd98a,2023-05-13,feature_8,13.0,1534.0,1.0,False
28777,U-bfc133,S-2bef13,2023-02-17,feature_22,9.0,2637.0,0.0,False
28778,U-d9d207,S-3ffd93,2024-03-23,feature_11,7.0,2765.0,0.0,False
28779,U-f597fc,S-2a73e2,2024-03-12,feature_28,9.0,981.0,0.0,False
28780,,S-c7c366,2024-05-14,feature_8,18.0,,0.0,False
28781,U-014d2d,S-904784,2024-07-31,feature_22,10.0,2310.0,0.0,False
28782, U-0690a8    ,S-1526b7, 2024-12-10    ,feature_9,8.0,1024.0,0.0,True
28783,U-b39242,S-969f4c,2023-06-22,,5.0,,0.0,False
28784,U-5c76ad,S-a86344,2023-01-22,feature_22,10.0,250.0,0.0,False
28785,U-8ee83d,S-12125f,,feature_4,8.0,,0.0,False
28786,U-a201f3,S-fcbd92,2024-01-01,feature_20,8.0,72.0,0.0,False
28787,U-BCED92,S-4a0cb3,,feature_10,15.0,8955.0,0.0,False
