gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,customer_id
Female,25.0,Bangladesh,Sydney,SME,43.0,Mobile,Monthly,19.0,1.0,14.5695169544549,8.0,-0.12,3.0,20.0,860.0,Card,0.0,Yes,Yes,2.0,,Billing,4.0,1.0,0.19,0.17,100.0,Satisfied,,0.0,CUST_02307
Male,51.0,Australia,London,SME,41.0,Mobile,Yearly,,,16.0483819943072,4.0,0.03,3.0,20.0,820.0,PayPal,0.0,No,No,3.0,40.52739890121907,Technical,3.0,0.0,0.79,0.25,50.0,Satisfied,0.0,0.0,CUST_04139
Male,65.0,Bangladesh,Delhi,SME,55.0,Referral,Monthly,25.0,6.0,13.16430849111813,2.0,-0.0,13.0,20.0,1100.0,Bank Transfer,0.0,No,No,1.0,35.72702549999113,Billing,4.0,1.0,0.41,0.42,7.0,Neutral,1.0,0.0,CUST_00693
Male,47.0,USA,,Individual,6.0,Web,quarterly,28.0,3.0,11.447373198097036,6.0,,24.0,50.0,300.0,CARD,1.0,No,No,0.0,20.26195025433228, Technical    ,3.0,0.0,0.49,0.03,100.0, Satisfied    ,4.0,0.0,CUST_00967
Female,,Bangladesh,Toronto,SME,35.0,Web,Yearly,16.0,1.0,20.22256166020416,5.0,0.05,10.0,20.0,700.0,Card,,,No,1.0,25.424659613809013,Technical,3.0,0.0,,0.38,99.0,Satisfied,1.0,0.0,CUST_07228
Male,73.0,Australia,Delhi,Individual,52.0,Mobile,Monthly,16.0,0.0,13.75180172491321,4.0,0.06,1.0,20.0,1040.0,Card,0.0,Yes,No,0.0,,Technical,3.0,0.0,0.23,0.25,-12.0,Unsatisfied,,0.0,CUST_05280
Male,46.0,USA,Berlin,Individual,,Web,Yearly,,3.0,8.360771720651366,5.0,0.02,7.0,100.0,1600.0,PayPal,0.0,No,Yes,0.0,,Technical,2.0,0.0,0.86,,-39.0,Satisfied,1.0,,CUST_02042
Female,68.0,India,Toronto,Individual,50.0,Web,Monthly,23.0,1.0,19.083105628177748,,0.15,0.0,30.0,1500.0,Bank Transfer,0.0,No,No,3.0,20.730791943967738,Billing,4.0,,0.11,0.1,37.0,Neutral,1.0,0.0,CUST_00183
Male,24.0,India,Sydney,Individual,28.0,Referral,Monthly,22.0,5.0,,7.0,-0.11,,10.0,280.0,Card,0.0,Yes,No,,33.95484642285891,Billing,5.0,0.0,0.86,0.17,-11.0,Neutral,1.0,0.0,CUST_02743
Male,50.0,Bangladesh,London,Individual,8.0,Referral,Monthly,30.0,3.0,21.739662387010068,5.0,-0.09,1.0,10.0,80.0,Card,1.0,Yes,,,29.413418845517096,Service,3.0,0.0,0.14,0.2,56.0,Satisfied,0.0,0.0,CUST_02302
Female,43.0,Germany,Delhi,Individual,9.0,Web,Yearly,13.0,,13.738655792034258,3.0,0.23,23.0,10.0,90.0,Card,0.0,Yes,No,1.0,19.84589787948092,Service,3.0,0.0,0.47,0.04,65.0,Neutral,2.0,0.0,CUST_08946
Male,33.0,Canada,Dhaka,Individual,49.0,,Quarterly,19.0,6.0,1.0,5.0,-0.07,27.0,70.0,3430.0,Card,0.0,No,Yes,1.0,15.896872454219755,,5.0,0.0,0.14,0.49,-12.0,Satisfied,1.0,0.0,CUST_04598
Female,23.0,USA,Sydney,Individual,,Mobile,Yearly,23.0,6.0,12.316988963633912,4.0,,0.0,50.0,2950.0,Card,0.0,,No,1.0,7.184777575853342,Service,3.0,0.0,,0.4,-14.0,Unsatisfied,2.0,0.0,CUST_08298
Male,36.0,Germany,Toronto,Individual,56.0,Web,Quarterly,11.0,4.0,18.74341037882689,4.0,0.31,2.0,10.0,560.0,Card,2.0,No,No,2.0,4.459331036975193,Billing,4.0,1.0,0.2,0.27,100.0,Satisfied,2.0,0.0,CUST_00356
Female,70.0,India,New York,Individual,27.0,Mobile,Quarterly,17.0,,8.119230402616289,4.0,0.11,21.0,10.0,270.0,Card,0.0,No,No,2.0,24.292205246822046,Technical,3.0,0.0,0.44,0.05,72.0,Satisfied,1.0,0.0,CUST_02196
Male,67.0,Australia,Berlin,Individual,21.0,Web,Monthly,17.0,7.0,11.268154118076511,1.0,0.02,6.0,10.0,210.0,Card,0.0,No,No,1.0,23.31462335799484,Billing,3.0,0.0,0.5,0.06,-14.0,Satisfied,3.0,0.0,CUST_05921
Female,60.0,Australia,London,Individual,14.0,Web,Yearly,0.0,4.0,20.83709835845952,8.0,0.03,2.0,,700.0,Card,,No,No,0.0,30.763718843574622,Technical,4.0,,0.73,0.11,,Unsatisfied,2.0,0.0,CUST_05033
Male,53.0,Canada,Sydney,SME,23.0,Web,,,2.0,26.531149159894905,3.0,-0.15,7.0,20.0,460.0,Card,0.0,Yes,No,1.0,8.61296864597697,Billing,4.0,0.0,0.66,0.22,61.0,Satisfied,0.0,0.0,CUST_01314
Male,35.0,Australia,,Individual,46.0,,,20.0,5.0,3.470978602915624,10.0,-0.22,2.0,50.0,2300.0,CARD,2.0,Yes,Yes,2.0,,TECHNICAL,,1.0,0.18,0.2,81.0,Unsatisfied,0.0,1.0,CUST_01592
Female,73.0,Bangladesh,Dhaka,Individual,2.0,Web,Monthly,27.0,6.0,3.901895485040969,4.0,0.14,,20.0,40.0,PayPal,1.0,No,Yes,3.0,16.653982891524834,,3.0,0.0,0.76,,95.0,Unsatisfied,0.0,1.0,CUST_09129
Female,28.0,Australia,Berlin,SME,45.0,Mobile,Monthly,5.0,4.0,11.071176751498664,6.0,0.35,2.0,20.0,900.0,PayPal,1.0,No,No,0.0,13.46820848909117,,2.0,0.0,0.41,0.26,69.0,Satisfied,2.0,0.0,CUST_09283
Female,19.0,UK,Dhaka,Individual,46.0,Web,Quarterly,8.0,3.0,10.178872270045884,3.0,-0.06,,30.0,1380.0,PayPal,2.0,No,No,2.0,16.03415556845872,Technical,5.0,,0.8,0.24,74.0,Satisfied,1.0,0.0,CUST_06647
male,44.0,Germany,Delhi,Enterprise,53.0,, Quarterly    ,,4.0,27.616534505249746,4.0,-0.06,12.0,30.0,1590.0,card,,No,Yes,,39.63931581788464,Technical,5.0,0.0,0.7,0.45,1.0,SATISFIED,2.0,0.0,CUST_05231
Female,71.0,India,Dhaka,Individual,34.0,Referral,Yearly,23.0,5.0,30.953099209734265,5.0,0.08,11.0,20.0,,Card,1.0,Yes,Yes,0.0,32.86358866708304,Technical,3.0,1.0,0.44,0.18,-33.0,Neutral,2.0,0.0,CUST_07194
,57.0,USA,sydney,Individual,28.0,Referral,,12.0,4.0,1.0,3.0,0.12,5.0,50.0,,,0.0,Yes,,0.0,22.506275071893715,Billing,4.0,0.0,0.72,0.09,25.0,Satisfied,0.0,0.0,CUST_05654
Male,20.0,India,London,Enterprise,40.0,Mobile,Monthly,4.0,6.0,21.00532799075767,6.0,-0.04,10.0,30.0,1200.0,Card,0.0,No,No,3.0,43.77177301539256,Billing,3.0,1.0,0.79,0.02,,Unsatisfied,1.0,1.0,CUST_01707
,43.0,Bangladesh,New York,Individual,34.0,Referral,Monthly,26.0,0.0,14.603006207104178,6.0,0.05,1.0,20.0,680.0,Card,0.0,Yes,Yes,2.0,30.282551823693456,Service,3.0,0.0,0.66,0.1,54.0,Satisfied,1.0,0.0,CUST_03881
,24.0,,Delhi,Individual,41.0,,Quarterly,13.0,4.0,15.568664346229598,4.0,,0.0,100.0,4100.0,Bank Transfer,0.0,No,No,3.0,26.163350839428556,,3.0,0.0,0.25,0.04,100.0,Unsatisfied,2.0,0.0,CUST_06213
Female,12.0,India,,Individual,107.0,Mobile,Quarterly,52.0,10.0,25.0,12.0,1.0,28.0,39.0,5430.0,Card,2.0,Yes,No,6.0,18.0,Billing,1.0,2.0,1.0,0.0,129.0,Satisfied,6.0,1.0,CUST_04384
Male,37.0,Bangladesh,New York,Individual,49.0,Web,Monthly,14.0,2.0,13.143822975523364,3.0,0.06,34.0,20.0,980.0,PayPal,0.0,No,No,2.0,20.41030271787504,,4.0,0.0,0.38,0.3,1.0,Satisfied,,0.0,CUST_02585
Male,,USA,,Enterprise,21.0,Web,Quarterly,7.0,5.0,6.582803819628618,,0.12,4.0,30.0,630.0,PayPal,0.0,No,,1.0,29.43352888748155,Billing,3.0,0.0,0.79,0.12,-27.0,Satisfied,3.0,0.0,CUST_09438
male,70.0,,London,Individual,1.0,Web,Quarterly,16.0,4.0,22.884046416127838,2.0,,0.0,70.0,70.0,CARD,1.0,No,No,0.0,22.329923134402154,,4.0,,0.8,0.03,87.0,Satisfied,1.0,0.0,CUST_08449
Male,,Canada,Berlin,Individual,21.0,Mobile,Monthly,19.0,1.0,16.89638055266368,3.0,0.15,5.0,,1470.0,Card,0.0,No,Yes,1.0,29.233670205793967,,3.0,0.0,0.27,0.02,53.0,Satisfied,,0.0,CUST_05775
Female,69.0,India,Dhaka,SME,47.0,,Monthly,22.0,3.0,25.706780538859825,3.0,0.01,10.0,20.0,940.0,PayPal,1.0,No,No,5.0,,Billing,2.0,0.0,,0.2,7.0,Satisfied,1.0,0.0,CUST_05785
 Male    ,66.0,Canada,sydney,Individual,8.0,Web,QUARTERLY,18.0,0.0,13.42297941635413,3.0,-0.33,6.0,30.0,240.0,Paypal,0.0,No,No,0.0,24.385006846120746,,,,0.46,0.05,5.0,UNSATISFIED,1.0,,CUST_03148
Male,,USA,Berlin,Individual,16.0,Web,Monthly,9.0,0.0,11.392129783844752,4.0,0.12,7.0,30.0,480.0,Card,0.0,,No,1.0,34.70223524253235,Technical,2.0,0.0,0.73,,0.0,Satisfied,2.0,,CUST_06495
,36.0,USA,New York,Individual,46.0,Mobile,Monthly,29.0,6.0,10.056560531232227,6.0,-0.05,0.0,50.0,2300.0,Card,0.0,Yes,No,1.0,30.67866060522697,,4.0,0.0,0.18,0.49,,Satisfied,0.0,0.0,CUST_03077
Female,59.0,Canada,Sydney,Individual,45.0,,Monthly,19.0,4.0,32.05088770529849,3.0,0.05,48.0,,2250.0,Card,0.0,No,No,0.0,22.4848878847744,Billing,,0.0,0.23,0.4,25.0,Neutral,2.0,0.0,CUST_08627
Female,,,Sydney,Individual,26.0,Referral,Monthly,29.0,,9.237282684231024,7.0,0.2,9.0,50.0,1300.0,Card,1.0,No,No,0.0,2.924383384192818,,3.0,0.0,0.88,,3.0,Satisfied,,0.0,CUST_07404
Female,40.0,Canada,Delhi,SME,48.0,Web,Monthly,15.0,3.0,1.864928582099365,5.0,-0.18,1.0,20.0,960.0,Card,0.0,No,No,0.0,32.46254031842328,Billing,,0.0,0.88,0.26,-40.0,Unsatisfied,0.0,1.0,CUST_02510
Male,35.0,India,Berlin,Individual,46.0,Mobile,Quarterly,16.0,2.0,24.77586986708108,4.0,-0.16,13.0,20.0,920.0,Card,1.0,Yes,No,3.0,6.2188555882717935,Technical,4.0,0.0,0.88,0.41,38.0,Unsatisfied,3.0,,CUST_08570
Male,21.0,Canada,Sydney,SME,38.0,Mobile,,1.0,3.0,15.35385062890514,5.0,,6.0,,1140.0,Card,0.0,No,No,2.0,40.3043987142379,,4.0,0.0,0.54,0.25,7.0,Satisfied,0.0,,CUST_05976
Female,,Australia,Toronto,Individual,42.0,Referral,,21.0,2.0,8.209216077379804,2.0,0.15,15.0,70.0,2940.0,Card,2.0,No,No,2.0,20.983216823175997,Billing,3.0,0.0,0.71,0.16,15.0,,1.0,0.0,CUST_07381
Female,29.0,Bangladesh,Berlin,Individual,33.0,Web,Quarterly,13.0,3.0,10.577602746392737,6.0,0.2,23.0,30.0,990.0,Card,0.0,Yes,No,1.0,12.627301238856337,Service,3.0,0.0,0.81,0.46,-7.0,Unsatisfied,0.0,,CUST_04304
Female,23.0,Australia,Dhaka,SME,47.0,Web,Monthly,13.0,5.0,13.256503895227713,3.0,-0.05,5.0,50.0,2350.0,Card,0.0,,No,0.0,24.118845967530795,Technical,3.0,0.0,0.29,0.44,19.0,Satisfied,4.0,0.0,CUST_02292
Male,66.0,Germany,Toronto,,56.0,Web,Monthly,12.0,2.0,21.107525490197787,4.0,0.03,31.0,50.0,2800.0,PayPal,0.0,No,,0.0,31.357346252167986,Service,2.0,1.0,0.85,0.24,32.0,Satisfied,0.0,1.0,CUST_04457
Male,31.0,UK,Sydney,SME,8.0,Referral,Monthly,0.0,0.0,25.935539308678926,4.0,-0.12,17.0,10.0,80.0,PayPal,,No,No,,40.70357532389107,Service,4.0,0.0,0.29,0.26,30.0,Neutral,1.0,0.0,CUST_00653
Female,,UK,Toronto,,35.0,Web,,14.0,3.0,13.265130297451666,7.0,-0.05,4.0,10.0,350.0,PayPal,,No,No,,15.791974174771235,,4.0,1.0,0.12,0.1,11.0,Unsatisfied,1.0,0.0,CUST_02296
Male,53.0,Australia,,,4.0,Web,Yearly,40.0,7.0,16.562229559054135,,0.34,3.0,20.0,80.0,Card,1.0,No,Yes,1.0,,Technical,5.0,0.0,0.14,0.26,88.0,Neutral,1.0,0.0,CUST_09911
,56.0,UK,new york,Individual,56.0,Mobile,,51.0,2.0,6.10262513539679,6.0,-0.03,28.0,30.0,1680.0,,,No,No,1.0,23.24680793144224, Technical    ,4.0,0.0,0.54,0.09,50.0,Satisfied,1.0,0.0,CUST_01316
Male,44.0,,Sydney,Individual,,Referral,Quarterly,34.0,0.0,16.288456541619745,11.0,0.2,7.0,70.0,1330.0,PayPal,0.0,Yes,No,0.0,18.27872131833944,Technical,4.0,0.0,0.21,0.24,58.0,Satisfied,1.0,0.0,CUST_05330
Female,38.0,Bangladesh,London,Individual,32.0,Web,Monthly,23.0,2.0,2.3202353997671725,5.0,0.32,27.0,20.0,640.0,,0.0,No,No,2.0,23.628089126455563,Service,2.0,0.0,0.73,0.13,8.0,Satisfied,0.0,0.0,CUST_00091
,,Canada,,Individual,52.0,Web,,31.0,7.0,23.89916371666173,4.0,,21.0,20.0,1040.0,Card,0.0,No,No,2.0,9.555210813231977,service,2.0,,0.66,0.29,-23.0,Satisfied,1.0,1.0,CUST_04796
Male,54.0,,Sydney,SME,58.0,Web,Yearly,6.0,7.0,15.465324236577615,1.0,0.04,1.0,20.0,,Card,0.0,No,No,0.0,13.193249952514003,Technical,3.0,1.0,0.57,0.18,58.0,Satisfied,3.0,0.0,CUST_06673
Male,32.0,Germany,Toronto,,43.0,Web,Monthly,13.0,4.0,17.394266135306868,9.0,,22.0,20.0,860.0,Card,1.0,Yes,,1.0,39.28285641283294,,2.0,1.0,0.52,0.02,6.0,Neutral,3.0,0.0,CUST_01626
Female,,Canada,Delhi,Individual,41.0,Web,Yearly,22.0,2.0,13.897347257082185,4.0,0.48,5.0,30.0,1230.0,Card,0.0,No,Yes,2.0,32.58409915641604,,3.0,1.0,0.48,,18.0,Unsatisfied,2.0,,CUST_01974
,,USA,Berlin,Individual,42.0,Web,Monthly,21.0,5.0,21.11891082671544,9.0,-0.04,0.0,10.0,420.0,PayPal,0.0,No,No,1.0,3.5011388477145253,Technical,3.0,1.0,0.26,0.32,-47.0,Unsatisfied,1.0,0.0,CUST_03727
Male,27.0,Australia,Delhi,Individual,35.0,Web,Quarterly,,3.0,35.2361464011348,8.0,0.07,0.0,70.0,2450.0,PayPal,0.0,Yes,No,3.0,11.299738508812624,,5.0,2.0,0.21,0.29,84.0,Unsatisfied,0.0,0.0,CUST_09357
Male,53.0,Australia,Toronto,Individual,51.0,Mobile,Monthly,23.0,7.0,12.741082178777422,5.0,0.01,21.0,70.0,3570.0,PayPal,1.0,,Yes,2.0,17.041204546103735,Service,3.0,0.0,0.38,0.41,71.0,Satisfied,0.0,0.0,CUST_00490
Male,,India,Delhi,Individual,1.0,Referral,Quarterly,43.0,5.0,24.561422670361388,7.0,-0.29,2.0,70.0,70.0,Card,0.0,No,,3.0,21.68356413239781,Service,4.0,0.0,0.77,0.29,1.0,Satisfied,2.0,,CUST_09225
Male,,Bangladesh,Delhi,Enterprise,50.0,Web,Quarterly,10.0,3.0,,6.0,-0.08,1.0,10.0,500.0,Card,0.0,No,No,0.0,25.14118793148137,,3.0,0.0,0.34,0.32,64.0,Satisfied,0.0,0.0,CUST_03376
female,54.0,Bangladesh,Berlin,SME,13.0,Web,,27.0,1.0,8.504069878916585,2.0,0.21,3.0,10.0,130.0,Card,0.0,Yes,No,0.0,32.90093751470201,Service,3.0,0.0,0.63,0.36,,Neutral,0.0,0.0,CUST_09002
Male,44.0,UK,Delhi,SME,39.0,Web,Quarterly,,6.0,20.39646799567693,5.0,0.05,13.0,100.0,,Card,1.0,No,No,0.0,21.23739265604378,,,0.0,,0.04,15.0,Unsatisfied,1.0,0.0,CUST_06431
Female,64.0,Germany,London,SME,49.0,,,32.0,7.0,20.57207658393156,,-0.11,13.0,50.0,2450.0,Card,1.0,No,Yes,1.0,22.461243665486325,Technical,4.0,0.0,0.39,,-48.0,Unsatisfied,1.0,0.0,CUST_02484
,,UK,Sydney,Individual,50.0,Mobile,MONTHLY,26.0,6.0,11.258618760718942,6.0,-0.14,7.0,50.0,2500.0,Card,2.0,No,No,0.0,24.35062212067562,,3.0,0.0,0.2,0.33,-8.0,UNSATISFIED,1.0,0.0,CUST_04174
Female,,Canada,London,Enterprise,32.0,Web,Quarterly,13.0,,8.408547132106872,5.0,-0.17,4.0,10.0,320.0,PayPal,0.0,Yes,No,1.0,28.47630212747421,,4.0,0.0,0.68,0.29,-15.0,,0.0,0.0,CUST_05832
Male,40.0,Germany,,Individual,12.0,Web,Quarterly,,5.0,1.9594610514333937,2.0,0.09,4.0,30.0,360.0,,1.0,No,No,0.0,35.71170553568693,Service,3.0,0.0,0.55,0.22,100.0,Neutral,1.0,0.0,CUST_00958
Female,59.0,India,Berlin,Individual,46.0,,Quarterly,20.0,3.0,14.552133433751765,6.0,-0.01,21.0,30.0,1380.0,Card,2.0,No,No,0.0,27.324106964689918,Technical,4.0,0.0,0.82,0.21,46.0,Satisfied,1.0,0.0,CUST_01468
Male,36.0,UK,Berlin,Individual,46.0,Web,Yearly,17.0,,14.649959055300863,4.0,0.12,3.0,20.0,920.0,Card,2.0,No,No,2.0,37.04641113637982,Billing,4.0,0.0,0.72,0.07,-8.0,Neutral,2.0,0.0,CUST_08502
Female,63.0,UK,London,SME,37.0,Mobile,Monthly,17.0,5.0,,6.0,-0.03,20.0,,2590.0,Card,0.0,No,No,2.0,30.06114362141639,Service,4.0,0.0,0.14,0.18,12.0,Neutral,0.0,0.0,CUST_09828
Female,69.0,,New York,Individual,12.0,Referral,Quarterly,15.0,3.0,16.948586058330573,,0.19,4.0,20.0,240.0,Bank Transfer,0.0,No,No,3.0,,,2.0,0.0,0.65,0.17,-1.0,Neutral,0.0,0.0,CUST_09905
FEMALE,38.0,Australia, Delhi    ,SME,9.0,Referral,quarterly,10.0,3.0,14.875162433274058,6.0,-0.02,13.0,10.0,90.0,CARD,1.0,Yes,Yes,2.0,17.965716554055135,technical,2.0,0.0,0.14,0.28,0.0,,,0.0,CUST_03844
Male,70.0,Australia,Sydney,SME,36.0,Mobile,Quarterly,31.0,2.0,1.0,5.0,0.18,5.0,50.0,1800.0,Card,1.0,No,No,2.0,28.33534460331556,Billing,3.0,1.0,0.88,0.46,12.0,Unsatisfied,2.0,0.0,CUST_07918
Female,53.0,India,Delhi,SME,28.0,Mobile,,22.0,4.0,1.0,6.0,,10.0,,560.0,PayPal,1.0,Yes,No,3.0,20.708661578768048,Service,2.0,1.0,0.41,0.48,-34.0,Satisfied,1.0,0.0,CUST_03337
Male,33.0,Canada,Delhi,SME,6.0,Referral,Monthly,11.0,6.0,22.219148307385318,9.0,-0.09,4.0,20.0,,Card,0.0,Yes,No,0.0,15.660093125422405,Technical,,0.0,,0.3,33.0,,0.0,0.0,CUST_09831
Male,34.0,Australia,,Individual,,Web,Monthly,24.0,3.0,19.668840101417125,1.0,0.15,6.0,30.0,780.0,Bank Transfer,1.0,Yes,Yes,4.0,26.60514113812824,Technical,3.0,0.0,0.71,0.23,,Satisfied,0.0,0.0,CUST_03227
Male,39.0,Australia,Sydney,Individual,4.0,Web,Yearly,20.0,3.0,9.69234413974802,7.0,,3.0,10.0,40.0,Card,1.0,,Yes,1.0,26.13735287950707,Technical,3.0,0.0,0.23,0.37,,Satisfied,1.0,0.0,CUST_04941
Male,45.0,India,London,SME,36.0,Web,Quarterly,4.0,0.0,18.387848278914007,5.0,0.23,23.0,70.0,2520.0,Bank Transfer,0.0,No,,2.0,9.295743589804058,,4.0,0.0,0.51,0.3,15.0,Satisfied,1.0,0.0,CUST_08992
Male,40.0,UK,Delhi,SME,47.0,Web,Yearly,21.0,7.0,13.584035553492114,8.0,-0.16,6.0,30.0,1410.0,Card,2.0,No,No,1.0,,Service,4.0,0.0,0.82,0.45,,Unsatisfied,1.0,0.0,CUST_00369
Female,28.0,,Berlin,Individual,57.0,Web,Yearly,12.0,6.0,15.114474677041864,1.0,-0.12,3.0,,1710.0,PayPal,1.0,No,No,1.0,,Technical,3.0,1.0,0.22,0.21,12.0,Neutral,0.0,0.0,CUST_00336
Male,44.0,Australia,,,23.0,Web,Quarterly,,6.0,,,-0.09,15.0,50.0,1150.0,Card,,No,No,0.0,22.150401265533013,,4.0,0.0,0.23,0.12,28.0,Satisfied,1.0,0.0,CUST_04595
Male,61.0,USA,Sydney,Individual,23.0,Web,Yearly,28.0,2.0,13.268885706408524,6.0,0.14,21.0,20.0,460.0,,0.0,,Yes,3.0,21.443991599631804,Billing,1.0,1.0,0.42,0.41,5.0,Satisfied,1.0,0.0,CUST_08980
Male,26.0,UK,Sydney,Enterprise,6.0,Web,Quarterly,18.0,6.0,30.450684736008164,7.0,-0.04,14.0,10.0,60.0,Card,0.0,,No,3.0,32.763905476157134,,4.0,0.0,,0.19,-9.0,Satisfied,0.0,0.0,CUST_02762
,67.0,Germany,Dhaka,Individual,18.0,Web,Yearly,10.0,2.0,16.952088784861346,6.0,0.18,23.0,,180.0,Card,0.0,No,No,2.0,22.56892483726389,,5.0,1.0,0.49,0.4,-8.0,Satisfied,0.0,0.0,CUST_08760
Female,40.0,UK,Sydney,Individual,33.0,,Monthly,4.0,6.0,1.0,3.0,0.32,7.0,70.0,2310.0,Card,0.0,No,No,3.0,37.40096298200581,Technical,4.0,0.0,,0.24,79.0,Neutral,0.0,1.0,CUST_00470
Male,24.0,India,New York,Individual,37.0,Web,Yearly,31.0,7.0,10.489937240305956,2.0,-0.21,14.0,70.0,2590.0,Card,1.0,Yes,No,0.0,19.07397066418176,Technical,3.0,0.0,0.46,0.39,15.0,Satisfied,0.0,0.0,CUST_03516
Male,29.0,Australia,SYDNEY,Individual,21.0,Referral,Monthly,0.0,,21.321044992938297,3.0,0.05,1.0,,630.0,card,2.0,No,Yes,2.0,18.638401530143742,,3.0,0.0,0.5,0.04,71.0,NEUTRAL,2.0,1.0,CUST_02912
Male,40.0,Bangladesh,Berlin,Individual,30.0,Web,Monthly,10.0,1.0,8.038227491550678,4.0,0.08,3.0,10.0,300.0,PayPal,1.0,No,,0.0,33.08152088204753,,4.0,0.0,,0.16,43.0,Satisfied,0.0,0.0,CUST_04363
,64.0,Australia,,SME,48.0,Web,,23.0,3.0,17.5295518536611,,-0.22,6.0,,1440.0,PAYPAL,1.0,No,No,1.0,22.99476703252757,Billing,,0.0,0.48,0.19,45.0,SATISFIED,1.0,0.0,CUST_06527
 Female    ,60.0,Canada,NEW YORK,SME,51.0,Web,,11.0,0.0,16.95569694381509,4.0,0.11,17.0,30.0,1530.0,card,0.0,No,Yes,2.0,32.238237177906335,Billing,5.0,1.0,0.52,0.46,-66.0,Satisfied,2.0,0.0,CUST_04793
Female,19.0,Germany,London,Individual,50.0,Mobile,Monthly,1.0,3.0,8.986255791079087,7.0,0.09,13.0,20.0,1000.0,Card,0.0,No,No,1.0,33.165716792055946,Service,3.0,0.0,0.31,0.38,73.0,Unsatisfied,1.0,0.0,CUST_04512
Male,22.0,Bangladesh,,Individual,46.0,Referral,Quarterly,21.0,5.0,22.91944013333116,8.0,-0.17,4.0,10.0,460.0,,0.0,,,1.0,,Billing,3.0,1.0,0.88,0.14,13.0,Satisfied,1.0,,CUST_05916
Female,53.0,Australia,London,Individual,52.0,Mobile,Monthly,10.0,6.0,18.387415931479893,2.0,0.26,4.0,20.0,,Card,0.0,No,No,0.0,36.51847042799081,Technical,3.0,0.0,0.23,0.08,86.0,Satisfied,0.0,,CUST_01023
Female,71.0,India,Sydney,Individual,31.0,Web,Yearly,29.0,5.0,13.9258630844881,6.0,0.21,5.0,100.0,3100.0,Card,1.0,No,No,2.0,23.29172846620076,,4.0,1.0,0.84,0.35,50.0,Satisfied,1.0,0.0,CUST_04707
Female,61.0,Germany,Sydney,SME,11.0,Referral,Monthly,24.0,4.0,,7.0,0.16,35.0,10.0,110.0,Card,0.0,Yes,No,0.0,16.93966867196537,Technical,4.0,0.0,0.13,0.37,40.0,Neutral,0.0,0.0,CUST_08143
 Male    ,53.0,Canada,,Individual,57.0,Referral,MONTHLY,14.0,7.0,1.2358835757959952,3.0,0.18,3.0,20.0,1140.0,bank transfer,0.0,No,Yes,0.0,24.653108948201236,,4.0,1.0,0.64,0.1,25.0,neutral,1.0,,CUST_01978
,51.0,India,Toronto,Individual,,Mobile,,27.0,,14.507017714677955,8.0,,0.0,30.0,,Card,1.0,No,Yes,0.0,10.19178830837975,,4.0,1.0,0.12,0.48,100.0,Satisfied,0.0,0.0,CUST_02135
Male,54.0,,Delhi,Individual,23.0,Web,Yearly,26.0,5.0,16.57464558224163,4.0,0.05,5.0,50.0,1150.0,Card,0.0,No,Yes,0.0,15.502061669207306,Technical,4.0,0.0,0.69,0.03,-10.0,Satisfied,1.0,0.0,CUST_04197
Male,66.0,,London,SME,51.0,Mobile,Quarterly,14.0,0.0,,,-0.21,27.0,20.0,1020.0,Card,0.0,No,No,0.0,29.757801731154476,Technical,4.0,1.0,0.44,0.28,68.0,Satisfied,3.0,0.0,CUST_04625
MALE,64.0,Bangladesh,berlin,SME,4.0,Web,Quarterly,44.0,2.0,20.788857957005,2.0,-0.0,5.0,10.0,40.0,,0.0,Yes,Yes,2.0,30.27569689565044,technical,,0.0,0.52,,27.0,,0.0,0.0,CUST_08592
Female,71.0,Germany,Berlin,SME,,Referral,Yearly,4.0,2.0,28.91555448009524,5.0,0.12,,20.0,520.0,Card,0.0,,No,2.0,22.307050701439223,Technical,,0.0,0.45,0.03,74.0,Neutral,0.0,1.0,CUST_07438
Female,27.0,Bangladesh,London,Individual,2.0,Web,Quarterly,23.0,0.0,19.794372328031407,,0.08,5.0,10.0,,Bank Transfer,1.0,Yes,Yes,0.0,29.276454450554752,,4.0,0.0,0.88,0.37,-21.0,Unsatisfied,,0.0,CUST_06407
Female,26.0,India,Toronto,,,Mobile,Monthly,2.0,4.0,10.92281463957843,4.0,,13.0,,700.0,Card,0.0,No,Yes,2.0,21.29596574868681,Technical,4.0,1.0,0.88,0.25,53.0,Neutral,2.0,0.0,CUST_05565
,20.0,,Sydney,Individual,21.0,Web,Yearly,,1.0,,3.0,0.3,2.0,20.0,420.0,Card,1.0,,No,1.0,8.522172809949229,Technical,3.0,1.0,0.37,0.01,100.0,Satisfied,1.0,1.0,CUST_03995
Male,53.0,Canada,Toronto,Enterprise,10.0,Mobile,Monthly,22.0,3.0,17.266197785799758,3.0,-0.08,11.0,,200.0,Card,0.0,Yes,No,3.0,19.26329355152592,,5.0,1.0,0.45,0.31,51.0,Unsatisfied,0.0,0.0,CUST_01372
