,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,account_id
2648,,,,,,,,,A-034368
2649,,,,,,,,,A-81edc3
2650,,,,,,,,,A-b7ef83
2651,,,,,,,,,A-50f3f7
2652,,,,,,,,,A-149a69
2653,,,,,,,,,A-eafc6e
2654,,,,,,,,,A-5a215a
2655,,,,,,,,,A-dbc825
2656,,,,,,,,,A-4e960a
2657,,,,,,,,,A-c7e58b
2658,,,,,,,,,A-82d8a6
2659,,,,,,,,,A-92a3af
2660,,,,,,,,,A-b7724f
2661,,,,,,,,,A-7c5768
2662,,,,,,,,,A-883b7d
2663,,,,,,,,,A-fd7ad3
2664,,,,,,,,,A-d49cc5
2665,,,,,,,,,A-b54c01
2666,,,,,,,,,A-3ce5b8
2667,,,,,,,,,A-7920cc
2668,,,,,,,,,A-cea1f0
2669,,,,,,,,,A-08e34e
2670,,,,,,,,,A-cd458b
2671,,,,,,,,,A-b3fe05
2672,,,,,,,,,A-6a7c9d
2673,,,,,,,,,A-afa505
2674,,,,,,,,,A-d4e0d4
2675,,,,,,,,,A-4c38bc
2676,,,,,,,,,A-fa3095
2677,,,,,,,,,A-5a92e7
2678,,,,,,,,,A-9123ac
2679,,,,,,,,,A-eb2fdc
2680,,,,,,,,,A-7c6b6b
2681,,,,,,,,,A-6965e1
2682,,,,,,,,,A-4c38bc
2683,,,,,,,,,A-fd7ad3
2684,,,,,,,,,A-474ad4
2685,,,,,,,,,A-378b99
2686,,,,,,,,,A-66224b
2687,,,,,,,,,A-a45270
2688,,,,,,,,,A-798a3f
2689,,,,,,,,,A-db5e9e
2690,,,,,,,,,A-96bbc6
2691,,,,,,,,,A-e1b9cd
2692,,,,,,,,,A-67be94
2693,,,,,,,,,A-3793ee
2694,,,,,,,,,A-1ac5e0
2695,,,,,,,,,A-702032
2696,,,,,,,,,A-8adedc
2697,,,,,,,,,A-3b5cd1
2698,,,,,,,,,A-313be3
2699,,,,,,,,,A-e2cd1b
2700,,,,,,,,,A-acb7f7
2701,,,,,,,,,A-4e631b
2702,,,,,,,,,A-50bb9f
2703,,,,,,,,,A-c1e51e
2704,,,,,,,,,A-d82ef9
2705,,,,,,,,,A-378b99
2706,,,,,,,,,A-05d3b3
2707,,,,,,,,,A-fb186e
2708,,,,,,,,,A-f03140
2709,,,,,,,,,A-781cc0
2710,,,,,,,,,A-59f724
2711,,,,,,,,,A-34d880
2712,,,,,,,,,A-9bfc9f
2713,,,,,,,,,A-eb7fac
2714,,,,,,,,,A-ce550d
2715,,,,,,,,,A-ad64c6
2716,,,,,,,,,A-6da850
2717,,,,,,,,,A-cea1f0
2718,,,,,,,,,A-ff79f2
2719,,,,,,,,,A-66224b
2720,,,,,,,,,A-a1b80b
2721,,,,,,,,,A-68f37c
2722,,,,,,,,,A-bb1486
2723,,,,,,,,,A-149a69
2724,,,,,,,,,A-034368
2725,,,,,,,,,A-e888d1
2726,,,,,,,,,A-560d27
2727,,,,,,,,,A-cd458b
2728,,,,,,,,,A-af0cd2
2729,,,,,,,,,A-a33200
2730,,,,,,,,,A-7e0a10
2731,,,,,,,,,A-158f4e
2732,,,,,,,,,A-4bfa33
2733,,,,,,,,,A-86902e
2734,,,,,,,,,A-9208f0
2735,,,,,,,,,A-bcf664
2736,,,,,,,,,A-cb5333
2737,,,,,,,,,A-b44e3e
2738,,,,,,,,,A-378b99
2739,,,,,,,,,A-cc102e
2740,,,,,,,,,A-2edab2
2741,,,,,,,,,A-dcc3f1
2742,,,,,,,,,A-756192
2743,,,,,,,,,A-dcc2f0
2744,,,,,,,,,A-812c5b
2745,,,,,,,,,A-1f559b
2746,,,,,,,,,A-c1e51e
2747,,,,,,,,,A-fd7ad3
2748,,,,,,,,,A-d27f50
2749,,,,,,,,,A-2446e3
2750,,,,,,,,,A-bece89
2751,,,,,,,,,A-b07b56
2752,,,,,,,,,A-6da850
2753,,,,,,,,,A-f25509
2754,,,,,,,,,A-378b99
2755,,,,,,,,,A-4e44e8
2756,,,,,,,,,A-186a44
2757,,,,,,,,,A-dbc825
2758,,,,,,,,,A-31ab9a
2759,,,,,,,,,A-524364
2760,,,,,,,,,A-8b0451
2761,,,,,,,,,A-7e0a10
2762,,,,,,,,,A-7c5768
2763,,,,,,,,,A-b7b7b7
2764,,,,,,,,,A-ad296b
2765,,,,,,,,,A-c7e58b
2766,,,,,,,,,A-4a267b
2767,,,,,,,,,A-9077b0
2768,,,,,,,,,A-eb2fdc
2769,,,,,,,,,A-ed510f
2770,,,,,,,,,A-779e4e
2771,,,,,,,,,A-f19409
2772,,,,,,,,,A-cd458b
2773,,,,,,,,,A-a0ca4e
2774,,,,,,,,,A-940b8b
2775,,,,,,,,,A-f97b9a
2776,,,,,,,,,A-856b1e
2777,,,,,,,,,A-30b4ca
2778,,,,,,,,,A-e08cd3
2779,,,,,,,,,A-c45b23
2780,,,,,,,,,A-ba6516
2781,,,,,,,,,A-b78bf8
2782,,,,,,,,,A-94f8c9
2783,,,,,,,,,A-9bfc9f
2784,,,,,,,,,A-89ee83
2785,,,,,,,,,A-c7e58b
2786,,,,,,,,,A-58b9ff
2787,,,,,,,,,A-3ce5b8
2788,,,,,,,,,A-31ab9a
2789,,,,,,,,,A-716841
2790,,,,,,,,,A-55f257
2791,,,,,,,,,A-7920cc
2792,,,,,,,,,A-2922b6
2793,,,,,,,,,A-3b5cd1
2794,,,,,,,,,A-94d3da
2795,,,,,,,,,A-5b1bcd
2796,,,,,,,,,A-5247b3
2797,,,,,,,,,A-e51ec7
2798,,,,,,,,,A-592832
2799,,,,,,,,,A-dcc2f0
2800,,,,,,,,,A-ab438f
2801,,,,,,,,,A-d922bf
2802,,,,,,,,,A-c222ab
2803,,,,,,,,,A-bb3bd4
2804,,,,,,,,,A-e61e98
2805,,,,,,,,,A-cc98bc
2806,,,,,,,,,A-ccabf0
2807,,,,,,,,,A-526d93
2808,,,,,,,,,A-bc87bc
2809,,,,,,,,,A-7df7a7
2810,,,,,,,,,A-4c6f11
2811,,,,,,,,,A-9208f0
2812,,,,,,,,,A-65aeb5
2813,,,,,,,,,A-5247b3
2814,,,,,,,,,A-ba6516
2815,,,,,,,,,A-1986ca
2816,,,,,,,,,A-0b0d6d
2817,,,,,,,,,A-fce879
2818,,,,,,,,,A-f03140
2819,,,,,,,,,A-fdfc91
2820,,,,,,,,,A-86cdb4
2821,,,,,,,,,A-956988
2822,,,,,,,,,A-157070
2823,,,,,,,,,A-eb1312
2824,,,,,,,,,A-503d5a
2825,,,,,,,,,A-8b0451
2826,,,,,,,,,A-5a92e7
2827,,,,,,,,,A-5f2961
2828,,,,,,,,,A-8e47ca
2829,,,,,,,,,A-396e5f
2830,,,,,,,,,A-bb1eaa
2831,,,,,,,,,A-600734
2832,,,,,,,,,A-fdfc91
2833,,,,,,,,,A-a7bd4b
2834,,,,,,,,,A-bbe56f
2835,,,,,,,,,A-4bfa33
2836,,,,,,,,,A-038089
2837,,,,,,,,,A-f92792
2838,,,,,,,,,A-034368
2839,,,,,,,,,A-a6d261
2840,,,,,,,,,A-e43bf7
2841,,,,,,,,,A-4ae22a
2842,,,,,,,,,A-c62e55
2843,,,,,,,,,A-56962b
2844,,,,,,,,,A-751bd4
2845,,,,,,,,,A-bf7919
2846,,,,,,,,,A-fa3095
2847,,,,,,,,,A-b179bf
2848,,,,,,,,,A-acb7f7
2849,,,,,,,,,A-dcc3f1
2850,,,,,,,,,A-13466a
2851,,,,,,,,,A-c4ea60
2852,,,,,,,,,A-0f3e88
2853,,,,,,,,,A-bc4d48
2854,,,,,,,,,A-bf7919
2855,,,,,,,,,A-993085
2856,,,,,,,,,A-eb7c38
2857,,,,,,,,,A-f1f639
2858,,,,,,,,,A-ed510f
2859,,,,,,,,,A-3cc791
2860,,,,,,,,,A-6dee43
2861,,,,,,,,,A-fb186e
2862,,,,,,,,,A-f446b6
2863,,,,,,,,,A-1e6fc3
2864,,,,,,,,,A-05d3b3
2865,,,,,,,,,A-fd7ad3
2866,,,,,,,,,A-08e34e
2867,,,,,,,,,A-6f50ae
2868,,,,,,,,,A-ce550d
2869,,,,,,,,,A-ee42db
2870,,,,,,,,,A-b9eed8
2871,,,,,,,,,A-5f7781
2872,,,,,,,,,A-31ab9a
2873,,,,,,,,,A-396e5f
2874,,,,,,,,,A-1986ca
2875,,,,,,,,,A-cea1f0
2876,,,,,,,,,A-832ec2
2877,,,,,,,,,A-016043
2878,,,,,,,,,A-ced9aa
2879,,,,,,,,,A-524364
2880,,,,,,,,,A-5a184f
2881,,,,,,,,,A-65a46c
2882,,,,,,,,,A-86cdb4
2883,,,,,,,,,A-1b707d
2884,,,,,,,,,A-d922bf
2885,,,,,,,,,A-f45426
2886,,,,,,,,,A-0be015
2887,,,,,,,,,A-0532a9
2888,,,,,,,,,A-fce879
2889,,,,,,,,,A-a09355
2890,,,,,,,,,A-22d9d2
2891,,,,,,,,,A-7f8241
2892,,,,,,,,,A-adc1f3
2893,,,,,,,,,A-ced9aa
2894,,,,,,,,,A-bcf664
2895,,,,,,,,,A-32fb14
2896,,,,,,,,,A-463db0
2897,,,,,,,,,A-e888d1
2898,,,,,,,,,A-3cc791
2899,,,,,,,,,A-78f02b
2900,,,,,,,,,A-e40f45
2901,,,,,,,,,A-2d4502
2902,,,,,,,,,A-ed510f
2903,,,,,,,,,A-296d7c
2904,,,,,,,,,A-30b4ca
2905,,,,,,,,,A-443b7c
2906,,,,,,,,,A-2bc93d
2907,,,,,,,,,A-19b2c8
2908,,,,,,,,,A-ccb686
2909,,,,,,,,,A-f3ff05
2910,,,,,,,,,A-1b7577
2911,,,,,,,,,A-0be015
2912,,,,,,,,,A-80eeb6
2913,,,,,,,,,A-42e5e1
2914,,,,,,,,,A-bece89
2915,,,,,,,,,A-427b69
2916,,,,,,,,,A-5a215a
2917,,,,,,,,,A-45ce7a
2918,,,,,,,,,A-9077b0
2919,,,,,,,,,A-558c72
2920,,,,,,,,,A-19b2c8
2921,,,,,,,,,A-443b7c
2922,,,,,,,,,A-8145a0
2923,,,,,,,,,A-9174e0
2924,,,,,,,,,A-3f9cc0
2925,,,,,,,,,A-0baac2
2926,,,,,,,,,A-bcbe98
2927,,,,,,,,,A-425e76
2928,,,,,,,,,A-e89151
2929,,,,,,,,,A-e89151
2930,,,,,,,,,A-d49cc5
2931,,,,,,,,,A-1986ca
2932,,,,,,,,,A-ce550d
2933,,,,,,,,,A-40a557
2934,,,,,,,,,A-4c6f11
2935,,,,,,,,,A-3b37d9
2936,,,,,,,,,A-69fad4
2937,,,,,,,,,A-157070
2938,,,,,,,,,A-f9cc74
2939,,,,,,,,,A-b9eed8
2940,,,,,,,,,A-d82ef9
2941,,,,,,,,,A-f19b24
2942,,,,,,,,,A-1e1b80
2943,,,,,,,,,A-fa3095
2944,,,,,,,,,A-86fc1d
2945,,,,,,,,,A-d42431
2946,,,,,,,,,A-c37601
2947,,,,,,,,,A-186a44
2948,,,,,,,,,A-7cfe77
2949,,,,,,,,,A-8ae3fc
2950,,,,,,,,,A-5a92e7
2951,,,,,,,,,A-313be3
2952,,,,,,,,,A-993085
2953,,,,,,,,,A-aa9511
2954,,,,,,,,,A-1e6fc3
2955,,,,,,,,,A-e60f9d
2956,,,,,,,,,A-4d1e75
2957,,,,,,,,,A-76fa4d
2958,,,,,,,,,A-4ae22a
2959,,,,,,,,,A-8145a0
2960,,,,,,,,,A-cc102e
2961,,,,,,,,,A-8145a0
2962,,,,,,,,,A-67be94
2963,,,,,,,,,A-ffc04f
2964,,,,,,,,,A-c70870
2965,,,,,,,,,A-e7beab
2966,,,,,,,,,A-1b9609
2967,,,,,,,,,A-39b19f
2968,,,,,,,,,A-726cfa
2969,,,,,,,,,A-e98302
2970,,,,,,,,,A-f25509
2971,,,,,,,,,A-600734
2972,,,,,,,,,A-ccabf0
2973,,,,,,,,,A-09316c
2974,,,,,,,,,A-6a7c9d
2975,,,,,,,,,A-c9bb3e
2976,,,,,,,,,A-712f1c
2977,,,,,,,,,A-fe79a5
2978,,,,,,,,,A-8e47ca
2979,,,,,,,,,A-a0ca4e
2980,,,,,,,,,A-5790f4
2981,,,,,,,,,A-7f6b86
2982,,,,,,,,,A-49b828
2983,,,,,,,,,A-bcbe98
2984,,,,,,,,,A-139c3b
2985,,,,,,,,,A-0aaf6e
2986,,,,,,,,,A-f3ff05
2987,,,,,,,,,A-c9bb3e
2988,,,,,,,,,A-bd4708
2989,,,,,,,,,A-9badbd
2990,,,,,,,,,A-ce66f8
2991,,,,,,,,,A-e7beab
2992,,,,,,,,,A-4e960a
2993,,,,,,,,,A-d792a6
2994,,,,,,,,,A-310452
2995,,,,,,,,,A-5247b3
2996,,,,,,,,,A-ed510f
2997,,,,,,,,,A-b9eed8
2998,,,,,,,,,A-bd4513
2999,,,,,,,,,A-309e54
3000,,,,,,,,,A-7f6b86
3001,,,,,,,,,A-756192
3002,,,,,,,,,A-9badbd
3003,,,,,,,,,A-ac85cd
3004,,,,,,,,,A-d792a6
3005,,,,,,,,,A-9a532a
3006,,,,,,,,,A-ce550d
3007,,,,,,,,,A-d922bf
3008,,,,,,,,,A-712533
3009,,,,,,,,,A-39868b
3010,,,,,,,,,A-671f31
3011,,,,,,,,,A-86902e
3012,,,,,,,,,A-bcbe98
3013,,,,,,,,,A-89ee83
3014,,,,,,,,,A-c70870
3015,,,,,,,,,A-05d3b3
3016,,,,,,,,,A-9123ac
3017,,,,,,,,,A-cc102e
3018,,,,,,,,,A-3932db
3019,,,,,,,,,A-f97b9a
3020,,,,,,,,,A-9208f0
3021,,,,,,,,,A-40906c
3022,,,,,,,,,A-0354fe
3023,,,,,,,,,A-ac9111
3024,,,,,,,,,A-503d5a
3025,,,,,,,,,A-bb1eaa
3026,,,,,,,,,A-2d1036
3027,,,,,,,,,A-1ac5e0
3028,,,,,,,,,A-378b99
3029,,,,,,,,,A-54d94a
3030,,,,,,,,,A-e19ff6
3031,,,,,,,,,A-bb3bd4
3032,,,,,,,,,A-328bd0
3033,,,,,,,,,A-3c1a3f
3034,,,,,,,,,A-417d2f
3035,,,,,,,,,A-c37601
3036,,,,,,,,,A-45ce7a
3037,,,,,,,,,A-7dacce
3038,,,,,,,,,A-8145a0
3039,,,,,,,,,A-e4bf56
3040,,,,,,,,,A-5b051a
3041,,,,,,,,,A-309e54
3042,,,,,,,,,A-fdfc91
3043,,,,,,,,,A-d3c88e
3044,,,,,,,,,A-337bc1
3045,,,,,,,,,A-2f6a32
3046,,,,,,,,,A-f25509
3047,,,,,,,,,A-9f9299
3048,,,,,,,,,A-d26ab4
3049,,,,,,,,,A-c7e58b
3050,,,,,,,,,A-acb7f7
3051,,,,,,,,,A-089363
3052,,,,,,,,,A-1e1b80
3053,,,,,,,,,A-6c093d
3054,,,,,,,,,A-5790f4
3055,,,,,,,,,A-18793f
3056,,,,,,,,,A-cb6cc6
3057,,,,,,,,,A-117171
3058,,,,,,,,,A-e40f45
3059,,,,,,,,,A-3ce5b8
3060,,,,,,,,,A-f6b2fb
3061,,,,,,,,,A-39868b
3062,,,,,,,,,A-6f50ae
3063,,,,,,,,,A-1b9609
3064,,,,,,,,,A-02fac6
3065,,,,,,,,,A-f97b9a
3066,,,,,,,,,A-b48f73
3067,,,,,,,,,A-0f6450
3068,,,,,,,,,A-0532a9
3069,,,,,,,,,A-fda07f
3070,,,,,,,,,A-0aaf6e
3071,,,,,,,,,A-40de06
3072,,,,,,,,,A-993085
3073,,,,,,,,,A-17939a
3074,,,,,,,,,A-8e47ca
3075,,,,,,,,,A-4e44e8
3076,,,,,,,,,A-9b9fe9
3077,,,,,,,,,A-6c093d
3078,,,,,,,,,A-781cc0
3079,,,,,,,,,A-65a46c
3080,,,,,,,,,A-0f7d77
3081,,,,,,,,,A-58b9ff
3082,,,,,,,,,A-484819
3083,,,,,,,,,A-149a69
3084,,,,,,,,,A-038089
3085,,,,128.0,,249.0,11.0,,A-5247b3
3086,,,,,,,,,A-0be015
3087,,,,,,,,,A-65a46c
3088,,,,,,,,,A-3c1a3f
3089,,,,,,,,,A-104f1a
3090,,,,,,,,,A-5a92e7
3091,,,,,,,,,A-d4ac0e
3092,,,,,,,,,A-bc4d48
3093,,,,,,,,,A-3b37d9
3094,,,,,,,,,A-cc8c8f
3095,,,,,,,,,A-e5d6ab
3096,,,,,,,,,A-c4ea60
3097,,,,,,,,,A-10b8f2
3098,,,,,,,,,A-3cc791
3099,,,,,,,,,A-a7bd4b
3100,,,,,,,,,A-0f6450
3101,,,,,,,,,A-ae052e
3102,,,,,,,,,A-b2af2e
3103,,,,,,,,,A-6c093d
3104,,,,,,,,,A-05d3b3
3105,,,,,,,,,A-39b19f
3106,,,,,,,,,A-66224b
3107,,,,,,,,,A-bb2f49
3108,,,,,,,,,A-b11cd0
3109,,,,,,,,,A-cc102e
3110,,,,,,,,,A-503d5a
3111,,,,,,,,,A-6e08f3
3112,,,,,,,,,A-19b2c8
3113,,,,,,,,,A-1d5444
3114,,,,,,,,,A-a7bd4b
3115,,,,,,,,,A-940b8b
3116,,,,,,,,,A-0a62f5
3117,,,,,,,,,A-4814a3
3118,,,,,,,,,A-cbbe12
3119,,,,,,,,,A-e98302
3120,,,,,,,,,A-e7beab
3121,,,,,,,,,A-328bd0
3122,,,,,,,,,A-6e7827
3123,,,,,,,,,A-94d3da
3124,,,,,,,,,A-ef84cf
3125,,,,,,,,,A-b9f5b1
3126,,,,,,,,,A-bb2f49
3127,,,,,,,,,A-0354fe
3128,,,,,,,,,A-ef84cf
3129,,,,,,,,,A-20736a
3130,,,,,,,,,A-50bb9f
3131,,,,,,,,,A-10b8da
3132,,,,,,,,,A-d49cc5
3133,,,,,,,,,A-f92792
3134,,,,,,,,,A-b78bf8
3135,,,,,,,,,A-34ea2f
3136,,,,,,,,,A-f6b2fb
3137,,,,,,,,,A-ad64c6
3138,,,,,,,,,A-35083d
3139,,,,,,,,,A-558c72
3140,,,,,,,,,A-68f37c
3141,,,,,,,,,A-558c72
3142,,,,,,,,,A-b7ef83
3143,,,,,,,,,A-7df7a7
3144,,,,,,,,,A-fda07f
3145,,,,,,,,,A-ef84cf
3146,,,,,,,,,A-f97b9a
3147,,,,,,,,,A-4814a3
3148,,,,,,,,,A-019782
3149,,,,,,,,,A-69b156
3150,,,,,,,,,A-117171
3151,,,,,,,,,A-c42f1f
3152,,,,,,,,,A-692f18
3153,,,,,,,,,A-bcbe98
3154,,,,,,,,,A-726cfa
3155,,,,,,,,,A-474ad4
3156,,,,,,,,,A-51ec1b
3157,,,,,,,,,A-202b67
3158,,,,,,,,,A-86902e
3159,,,,,,,,,A-779e4e
3160,,,,,,,,,A-463db0
3161,,,,,,,,,A-443b7c
3162,,,,,,,,,A-f17767
3163,,,,,,,,,A-e61e98
3164,,,,,,,,,A-e08cd3
3165,,,,,,,,,A-068fc6
3166,,,,,,,,,A-00bed1
3167,,,,,,,,,A-ce550d
3168,,,,,,,,,A-3be56b
3169,,,,,,,,,A-c42f1f
3170,,,,,,,,,A-019782
3171,,,,,,,,,A-cea1f0
3172,,,,,,,,,A-f446b6
3173,,,,,,,,,A-40a557
3174,,,,,,,,,A-f51f16
3175,,,,,,,,,A-dcc3f1
3176,,,,,,,,,A-3b37d9
3177,,,,,,,,,A-503d5a
3178,,,,,,,,,A-474ad4
3179,,,,,,,,,A-6dee43
3180,,,,,,,,,A-ce66f8
3181,,,,,,,,,A-1ac5e0
3182,,,,,,,,,A-9badbd
3183,,,,,,,,,A-f19409
3184,,,,,,,,,A-3ce5b8
3185,,,,,,,,,A-eb2fdc
3186,,,,,,,,,A-34ea2f
3187,,,,,,,,,A-396e5f
3188,,,,,,,,,A-4e44e8
3189,,,,,,,,,A-5a92e7
3190,,,,,,,,,A-600734
3191,,,,,,,,,A-20736a
3192,,,,,,,,,A-68f37c
3193,,,,,,,,,A-2446e3
3194,,,,,,,,,A-17939a
3195,,,,,,,,,A-4d1e75
3196,,,,,,,,,A-de58ca
3197,,,,,,,,,A-b07b56
3198,,,,,,,,,A-378b99
3199,,,,,,,,,A-43a9e3
3200,,,,,,,,,A-0354fe
3201,,,,,,,,,A-ba6516
3202,,,,,,,,,A-3932db
3203,,,,,,,,,A-bb3bd4
3204,,,,,,,,,A-02fac6
3205,,,,,,,,,A-1619f8
3206,,,,,,,,,A-139c3b
3207,,,,,,,,,A-425e76
3208,,,,,,,,,A-02fac6
3209,,,,,,,,,A-977ca0
3210,,,,,,,,,A-798a3f
3211,,,,,,,,,A-7cfe77
3212,,,,,,,,,A-d42431
3213,,,,,,,,,A-fb186e
3214,,,,,,,,,A-ce66f8
3215,,,,,,,,,A-e351e1
3216,,,,,,,,,A-bb2f49
3217,,,,,,,,,A-e40f45
3218,,,,,,,,,A-94f8c9
3219,,,,,,,,,A-ae052e
3220,,,,,,,,,A-8e47ca
3221,,,,,,,,,A-c45b23
3222,,,,,,,,,A-712426
3223,,,,,,,,,A-9ee962
3224,,,,,,,,,A-7f6b86
3225,,,,,,,,,A-43a9e3
3226,,,,,,,,,A-a7bd4b
3227,,,,,,,,,A-038089
3228,,,,,,,,,A-427b69
3229,,,,,,,,,A-ff3c73
3230,,,,,,,,,A-186a44
3231,,,,,,,,,A-075038
3232,,,,,,,,,A-3a7284
3233,,,,,,,,,A-1f0636
3234,,,,,,,,,A-f5641b
3235,,,,,,,,,A-bb3bd4
3236,,,,,,,,,A-af0cd2
3237,,,,,,,,,A-5a184f
3238,,,,,,,,,A-3b5cd1
3239,,,,,,,,,A-7d514c
3240,,,,,,,,,A-92a3af
3241,,,,,,,,,A-b48f73
3242,,,,,,,,,A-9208f0
3243,,,,,,,,,A-7cfe77
3244,,,,,,,,,A-88c6ca
3245,,,,,,,,,A-72799b
3246,,,,,,,,,A-4e960a
3247,,,,,,,,,A-9289f6
3248,,,,,,,,,A-1e1b80
3249,,,,,,,,,A-54ecc2
3250,,,,,,,,,A-3932db
3251,,,,,,,,,A-4c56c9
3252,,,,,,,,,A-104f1a
3253,,,,,,,,,A-afa505
3254,,,,,,,,,A-bcbe98
3255,,,,,,,,,A-86cdb4
3256,,,,,,,,,A-adc1f3
3257,,,,,,,,,A-8ae05d
3258,,,,,,,,,A-bc87bc
3259,,,,,,,,,A-c222ab
3260,,,,,,,,,A-96e141
3261,,,,,,,,,A-9affe6
3262,,,,,,,,,A-068fc6
3263,,,,,,,,,A-52dd88
3264,,,,,,,,,A-410e86
3265,,,,,,,,,A-37f969
3266,,,,,,,,,A-69b156
3267,,,,,,,,,A-396e5f
3268,,,,,,,,,A-ef84cf
3269,,,,,,,,,A-e888d1
3270,,,,,,,,,A-7641d3
3271,,,,,,,,,A-3a5ad8
3272,,,,,,,,,A-e08cd3
3273,,,,,,,,,A-0e966d
3274,,,,,,,,,A-32728c
3275,,,,,,,,,A-f03140
3276,,,,,,,,,A-05d3b3
3277,,,,,,,,,A-e351e1
3278,,,,,,,,,A-7920cc
3279,,,,,,,,,A-49b828
3280,,,,,,,,,A-e40f45
3281,,,,,,,,,A-0be015
3282,,,,,,,,,A-02fac6
3283,,,,,,,,,A-0be015
3284,,,,,,,,,A-7920cc
3285,,,,,,,,,A-d82ef9
3286,,,,,,,,,A-df10db
3287,,,,,,,,,A-484819
3288,,,,,,,,,A-ffc04f
3289,,,,,,,,,A-659280
3290,,,,,,,,,A-e36807
3291,,,,,,,,,A-b20d99
3292,,,,,,,,,A-ce550d
3293,,,,,,,,,A-8ae3fc
3294,,,,,,,,,A-4e631b
3295,,,,,,,,,A-9779ad
3296,,,,,,,,,A-1e50e0
3297,,,,,,,,,A-6f8ad2
3298,,,,,,,,,A-ced9aa
3299,,,,,,,,,A-eb7c38
3300,,,,,,,,,A-425e76
3301,,,,,,,,,A-a6d261
3302,,,,,,,,,A-117171
3303,,,,,,,,,A-b7724f
3304,,,,,,,,,A-40906c
3305,,,,,,,,,A-3ce5b8
3306,,,,,,,,,A-e1462e
3307,,,,,,,,,A-779e4e
3308,,,,,,,,,A-c1e51e
3309,,,,,,,,,A-0cc442
3310,,,,,,,,,A-297a2d
3311,,,,,,,,,A-cbbe12
3312,,,,,,,,,A-82861f
3313,,,,,,,,,A-2bc93d
3314,,,,,,,,,A-ee42db
3315,,,,,,,,,A-cab532
3316,,,,,,,,,A-0f6450
3317,,,,,,,,,A-d82ef9
3318,,,,,,,,,A-40de06
3319,,,,,,,,,A-659280
3320,,,,,,,,,A-86902e
3321,,,,,,,,,A-42b791
3322,,,,,,,,,A-0baac2
3323,,,,,,,,,A-ac9111
3324,,,,,,,,,A-dfbd31
3325,,,,,,,,,A-d49cc5
3326,,,,,,,,,A-fd7ad3
3327,,,,,,,,,A-bd4708
3328,,,,,,,,,A-bb3bd4
3329,,,,,,,,,A-f446b6
3330,,,,,,,,,A-798a3f
3331,,,,,,,,,A-ffc04f
3332,,,,,,,,,A-d27f50
3333,,,,,,,,,A-65c341
3334,,,,,,,,,A-700ade
3335,,,,,,,,,A-856b1e
3336,,,,,,,,,A-18793f
3337,,,,,,,,,A-f97b9a
3338,,,,,,,,,A-118d55
3339,,,,,,,,,A-50f3f7
3340,,,,,,,,,A-0532a9
3341,,,,,,,,,A-fda07f
3342,,,,,,,,,A-81edc3
3343,,,,,,,,,A-c37cab
3344,,,,,,,,,A-c16cf7
3345,,,,,,,,,A-7c4956
3346,,,,,,,,,A-e351e1
3347,,,,,,,,,A-56962b
3348,,,,,,,,,A-5b1bcd
3349,,,,,,,,,A-600734
3350,,,,,,,,,A-86cdb4
3351,,,,,,,,,A-b44e3e
3352,,,,,,,,,A-10b8da
3353,,,,,,,,,A-53f4e3
3354,,,,,,,,,A-6965e1
3355,,,,,,,,,A-0dbdc6
3356,,,,,,,,,A-0354fe
3357,,,,,,,,,A-484819
3358,,,,,,,,,A-c1e51e
3359,,,,,,,,,A-7641d3
3360,,,,,,,,,A-a1b80b
3361,,,,,,,,,A-68f37c
3362,,,,,,,,,A-0f7d77
3363,,,,,,,,,A-cdf020
3364,,,,,,,,,A-f9cc74
3365,,,,,,,,,A-462d45
3366,,,,,,,,,A-cd458b
3367,,,,,,,,,A-17939a
3368,,,,,,,,,A-5b4ebb
3369,,,,,,,,,A-a1bbb6
3370,,,,,,,,,A-94c3cd
3371,,,,,,,,,A-cbbe12
3372,,,,,,,,,A-ced9aa
3373,,,,54.0,,171.0,1.0,,A-bb1eaa
3374,,,,,,,,,A-00cac8
3375,,,,,,,,,A-a1bbb6
3376,,,,,,,,,A-3b5cd1
3377,,,,,,,,,A-9f0b68
3378,,,,,,,,,A-7e0a10
3379,,,,,,,,,A-cdf020
3380,,,,,,,,,A-1f559b
3381,,,,,,,,,A-5b4ebb
3382,,,,,,,,,A-dcc3f1
3383,,,,,,,,,A-1f7acb
3384,,,,,,,,,A-d26ab4
3385,,,,,,,,,A-600734
3386,,,,,,,,,A-149a69
3387,,,,,,,,,A-6e7827
3388,,,,,,,,,A-158f4e
3389,,,,,,,,,A-751bd4
3390,,,,,,,,,A-b2af2e
3391,,,,,,,,,A-4a267b
3392,,,,,,,,,A-781cc0
3393,,,,,,,,,A-a0ca4e
3394,,,,,,,,,A-02cd81
3395,,,,,,,,,A-ffc04f
3396,,,,,,,,,A-c16b88
3397,,,,,,,,,A-c58f49
3398,,,,,,,,,A-a6d261
3399,,,,,,,,,A-2b9d3e
3400,,,,,,,,,A-9ee962
3401,,,,,,,,,A-bb1486
3402,,,,,,,,,A-39868b
3403,,,,,,,,,A-f97b9a
3404,,,,,,,,,A-c42f1f
3405,,,,,,,,,A-9bfc9f
3406,,,,,,,,,A-712426
3407,,,,,,,,,A-87aa7b
3408,,,,,,,,,A-1ac5e0
3409,,,,,,,,,A-bcf87c
3410,,,,,,,,,A-1b9609
