,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,account_id,customer_id
16673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04674
16674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04675
16675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04676
16676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04677
16677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04678
16678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04679
16679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04680
16680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04681
16681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04682
16682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04683
16683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04684
16684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04685
16685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04686
16686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04687
16687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04688
16688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04689
16689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04690
16690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04691
16691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04692
16692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04693
16693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04694
16694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04695
16695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04696
16696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04697
16697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04698
16698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04699
16699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04700
16700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04701
16701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04702
16702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04703
16703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04704
16704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04705
16705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04706
16706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04707
16707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04708
16708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04709
16709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04710
16710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04711
16711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04712
16712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04713
16713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04714
16714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04715
16715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04716
16716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04717
16717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04718
16718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04719
16719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04720
16720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04721
16721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04722
16722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04723
16723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04724
16724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04725
16725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04726
16726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04727
16727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04728
16728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04729
16729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04730
16730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04731
16731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04732
16732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04733
16733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04734
16734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04735
16735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04736
16736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04737
16737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04738
16738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04739
16739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04740
16740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04741
16741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04742
16742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04743
16743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04744
16744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04745
16745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04746
16746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04747
16747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04748
16748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04749
16749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04750
16750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04751
16751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04752
16752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04753
16753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04754
16754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04755
16755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04756
16756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04757
16757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04758
16758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04759
16759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04760
16760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04761
16761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04762
16762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04763
16763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04764
16764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04765
16765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04766
16766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04767
16767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04768
16768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04769
16769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04770
16770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04771
16771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04772
16772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04773
16773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04774
16774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04775
16775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04776
16776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04777
16777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04778
16778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04779
16779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04780
16780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04781
16781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04782
16782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04783
16783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04784
16784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04785
16785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04786
16786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04787
16787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04788
16788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04789
16789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04790
16790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04791
16791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04792
16792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04793
16793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04794
16794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04795
16795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04796
16796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04797
16797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04798
16798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04799
16799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04800
16800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04801
16801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04802
16802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04803
16803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04804
16804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04805
16805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04806
16806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04807
16807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04808
16808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04809
16809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04810
16810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04811
16811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04812
16812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04813
16813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04814
16814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04815
16815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04816
16816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04817
16817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04818
16818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04819
16819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04820
16820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04821
16821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04822
16822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04823
16823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04824
16824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04825
16825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04826
16826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04827
16827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04828
16828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04829
16829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04830
16830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04831
16831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04832
16832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04833
16833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04834
16834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04835
16835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04836
16836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04837
16837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04838
16838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04839
16839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04840
16840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04841
16841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04842
16842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04843
16843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04844
16844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04845
16845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04846
16846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04847
16847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04848
16848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04849
16849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04850
16850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04851
16851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04852
16852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04853
16853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04854
16854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04855
16855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04856
16856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04857
16857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04858
16858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04859
16859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04860
16860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04861
16861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04862
16862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04863
16863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04864
16864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04865
16865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04866
16866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04867
16867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04868
16868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04869
16869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04870
16870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04871
16871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04872
16872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04873
16873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04874
16874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04875
16875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04876
16876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04877
16877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04878
16878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04879
16879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04880
16880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04881
16881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04882
16882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04883
16883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04884
16884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04885
16885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04886
16886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04887
16887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04888
16888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04889
16889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04890
16890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04891
16891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04892
16892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04893
16893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04894
16894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04895
16895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04896
16896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04897
16897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04898
16898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04899
16899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04900
16900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04901
16901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04902
16902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04903
16903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04904
16904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04905
16905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04906
16906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04907
16907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04908
16908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04909
16909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04910
16910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04911
16911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04912
16912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04913
16913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04914
16914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04915
16915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04916
16916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04917
16917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04918
16918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04919
16919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04920
16920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04921
16921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04922
16922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04923
16923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04924
16924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04925
16925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04926
16926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04927
16927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04928
16928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04929
16929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04930
16930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04931
16931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04932
16932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04933
16933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04934
16934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04935
16935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04936
16936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04937
16937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04938
16938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04939
16939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04940
16940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04941
16941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04942
16942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04943
16943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04944
16944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04945
16945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04946
16946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04947
16947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04948
16948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04949
16949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04950
16950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04951
16951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04952
16952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04953
16953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04954
16954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04955
16955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04956
16956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04957
16957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04958
16958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04959
16959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04960
16960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04961
16961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04962
16962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04963
16963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04964
16964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04965
16965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04966
16966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04967
16967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04968
16968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04969
16969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04970
16970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04971
16971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04972
16972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04973
16973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04974
16974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04975
16975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04976
16976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04977
16977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04978
16978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04979
16979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04980
16980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04981
16981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04982
16982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04983
16983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04984
16984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04985
16985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04986
16986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04987
16987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04988
16988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04989
16989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04990
16990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04991
16991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04992
16992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04993
16993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04994
16994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04995
16995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04996
16996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04997
16997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04998
16998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_04999
16999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05000
17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUST_05001
